standardized_disease;fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
kandidiasis oral;atopik oral kandidiasis;[];[]
kandidiasis oral;kandidiasis mulut;[];[]
kandidiasis oral;infeksi orofaringeal;[];[]
kandidiasis oral;kandidiasis orofaringeal;[];[]
kandidiasis oral;kandidiasis rongga mulut;[];[]
kandidiasis oral;kandidosis oral;[];[]
kandidiasis oral;kandidiasis oral;[];[]
kandidiasis oral;kandidiasis orofaringe;[];[]
kandidiasis oral;kandidiasis oral infeksi jamur rongga mulut;[];[]
kandidiasis oral;orofaringeal;[];[]
kandidiasis oral;kandidiasis mulut dermatomikosis;[];[]
kandidiasis oral;kandidiasis orofaringeal esofageal;[];[]
kandidiasis oral;kandidiasis orofaringeal  esofageal;[];[]
kandidiasis vaginalis;kandidiasis vulvovaginal;[];[]
kandidiasis vaginalis;kandidosis vaginal;[];[]
kandidiasis vaginalis;kandidiasis vagina;[];[]
kandidiasis vaginalis;kandidiasis vaginal;[];[]
kanker;pasien kanker;[];[]
kanker;penyakit kanker;[];[]
kanker;kanker;[];[]
kanker;sel kanker;[];[]
kanker;kanker emetogenik;[];[]
kanker;nyeri kanker;[];[]
kanker darah;kanker darah;[];[]
kanker hati;kanker hati;[];[]
kanker kandung kemih;kanker kandung kemih;[];[]
kanker lambung;kanker lambung;[];[]
kanker paru-paru;kanker paru paru;[];[]
kanker paru-paru;kanker paru;[];[]
kanker payudara;kanker payu dara;[];[]
kanker payudara;kanker payudara stadium lanjut;[];[]
kanker payudara;karsinoma payudara;[];[]
kanker payudara;kanker payudara stadium dini;[];[]
kanker payudara;kanker payudara stadium lokal lanjutmetastasis;[];[]
kanker payudara;kanker payudara;[];[]
kanker prostat;kanker prostat;[];[]
kanker rahim;kanker rahim;[];[]
kanker tenggorokan;kanker tenggorokan;[];[]
kapalan;kalus kapalan;[];[]
kapalan;kalos kapalan;[];[]
kapalan;kapalan;[];[]
kardiomiopati;cardiomiopati obstruktif hipertrofik;[];[]
kejang;kejang;[];[]
kejang;kejang bronkus;[];[]
kejang;kejang otot;[];[]
kelahiran prematur;ancaman kelahiran prematur;[];[]
kelahiran prematur;prematur;[];[]
kelainan darah;kelainan darah;[];[]
kelainan kulit;kelainan kulit;[];[]
kelainan muskuloskeletal akut;kelainan muskuloskeletal akut;[];[]
kelainan periodontal;kelainan periodontal;[];[]
kelainan saraf;kelainan saraf;[];[]
kencing manis;kencing manis;[];[]
keputihan;keputihan;[];[]
keputihan;gatal akibat keputihan;[];[]
keracunan;keracunan;[];[]
keracunan alkohol;intoksinasi alkohol;[];[]
keracunan alkohol;keracunan alkohol;[];[]
keracunan darah;keracunan darah;['septikemia keracunan darah bakteri'];['septikemia keracunan darah bakteri']
keracunan hati;keracunan hati;[];[]
keracunan obat;keracunan obat;[];[]
keratitis;keratitis jamur;[];[]
keratitis;keratitis metaherpetikum;[];[]
keratitis;keratitis kronik;[];[]
keratitis;keratitis fungal;[];[]
keratitis;keratitis akut;[];[]
keratitis;keratitis gangguan peradangan okular;[];[]
keratitis;keratitis akibat infeksi virus superfisial;[];[]
keratitis;keratitis superfisial nonspesifik;[];[]
keratitis;keratitis;[];[]
keratitis;keratitis dendritis;[];[]
keratitis;keratitis bakterial;[];[]
keratitis;fungal keratitis;[];[]
keratokonjungtivitis;keratokonjungtivitis sicca;['sicca'];[]
keratokonjungtivitis;keratokonjungtivitis;[];[]
keratosis pilaris;keratosis pilaris;[];[]
keseleo;kesleo;[];[]
keseleo;keseleo;[];[]
keseleo;keseleo tegang;[];[]
keseleo;sprains keseleo;['sprains'];['sprains']
keseleo;keseleo terkilir;[];[]
keseleo;memar keseleo;[];[]
kesemutan;kesemutan;[];[]
ketombe;ketombe dikulit kepala;[];[]
ketombe;ketombe;[];[]
ketombe;ketombe disebabkan pytirosporum ovale;['pytirosporum ovale'];[]
kista;miom kista;[];[]
kista;kista;[];[]
klaudikasio intermiten;klaudikasio intermiten;[];[]
klaudikasio intermiten;klaudikasi intermiten;[];[]
kolera;kolera;[];[]
kolesterol;kolesterol total;[];[]
kolesterol;kolesterol ldl;[];[]
kolesterol;kolesterol jahat;[];[]
kolesterol;ldl;[];[]
kolesterol;kolesterol;[];[]
kolik;nyeri kolik;[];[]
kolik;kolik;['kolik empedu', 'sakit kolik'];['kolik empedu', 'sakit kolik']
kolik;kholik;[];[]
kolik ginjal;kolik ginjal;['kolik empedu ginjal', 'kolik ginjal empedu'];['kolik empedu ginjal', 'kolik ginjal empedu']
kolik kandung kemih;kolik kandung kemih;[];[]
kolik kandung kemih;kolik ginjal kandung kemih;[];[]
koma;koma;[];[]
koma;pre koma hepatik;[];[]
koma;koma hepatic;[];[]
koma;koma hepatik;[];[]
koma;prekoma hepatik;['prekoma'];['prekoma']
komedo;komedo;[];[]
komedo;peradangan dengan komedo;[];[]
komplikasi paru pasca bedah;komplikasi paru pasca bedah;[];[]
konjungtivitis;konjungtivitis;[];[]
konjungtivitis;konjungtivitis vernal;[];[]
konjungtivitis;konjungtivitis folikular;[];[]
konjungtivitis;konjungtivitas;[];[]
konjungtivitis;konjungtivitis nonpurulen akut kronis;[];[]
konjungtivitis;konjungtivitis infeksi e;[];[]
konjungtivitis;konjungtivitis alergi;[];[]
konjungtivitis;konjungktivitis;[];[]
konjungtivitis;konjungtivitis bakterial;[];[]
konjungtivitis;konjungtivitis nonpurulen;[];[]
konjungtivitis;konjungtivitis infeksi bakteri;[];[]
konjungtivitis;konjungtivitis alergi radang selaput ikat mata akibat alergi;[];[]
konstipasi;konstipasi kronis;[];[]
konstipasi;konstipasi akut kronik;[];[]
konstipasi;konstipasi;[];[]
konstipasi;konstipasi akut;[];[]
konstipasi;konstipasi superscript;[];[]
konstipasi;konstipasi atoni;['atoni'];[]
konstipasi;konstipasi kronik;[];[]
kram otot;kram otot;[];[]
kram otot;kram;[];[]
kram otot;nyeri spasme kram otot polo;[];[]
kram otot;spasme kram otot;['spasme otot', 'spasme kram muskuloskeletal'];['spasme otot', 'spasme kram muskuloskeletal']
kram perut;kram perut disebabkan oleh menstruasi dysmenorrhea;[];[]
kram perut;kram perut;[];[]
kram perut;sakit kram perut;[];[]
kram saluran kemih;kram saluran kemih kelamin;[];[]
kram saluran pencernaan;kram saluran cerna pylorus;[];[]
kram saluran pencernaan;kram saluran cerna;[];[]
kriptosporidiosis;cryptosporidiosis;[];[]
kriptosporidiosis;kriptosporidiosis;[];[]
kudis;panu kadas;[];[]
kudis;kadas;[];[]
kudis;kudis;[];[]
kudis;scabies kudis;[];[]
kulit kering;kulit kering;[];[]
kurap;kadaskurap;[];[]
kurap;kurap;[];[]
kutil;kutil;[];[]
kutil;kutil kalus;[];[]
kutu air;kutu air;[];[]
kutu air;kutu air rangen;[];[]
kutu air;tinea pedis kutu air;[];[]
kutu badan;kutu badan;[];[]
kutu rambut;kutu rambut;[];[]
labirinitis;sindroma meniere labirinitis;[];[]
labirinitis;labirinitis;[];[]
lambliasis;lambliasis;[];[]
laringitis;laringitis;[];[]
laringitis;laryngitis;[];[]
leher pegal dan kaku;leher kaku bahu;[];[]
leher pegal dan kaku;leher kaku;['kaku', 'leher kaku terkilir'];['kaku', 'leher kaku terkilir']
leher pegal dan kaku;pegal leher;[];[]
leptospirosis;leptospirosis;[];[]
lesi kulit;lesi2 kulit lainnya;['lesi2 kulit'];['lesi2 kulit']
lesi mulut;lesi inflamasi oral;[];[]
lichen planus;likhen planus erosif;[];[]
lichen planus;likhen planus;[];[]
lichen planus;lichen planus;[];[]
lichen planus;liken planus;[];[]
limfogranuloma inguinale;limfogranuloma inguinale;[];[]
luka;luka kronik;[];[]
luka;luka;[];[]
luka bakar;luka bakar terinfeksi;[];[]
luka bakar;luka bakar akibat bahan kimia;[];[]
luka bakar;luka bakar ringan;[];[]
luka bakar;luka bakar;[];[]
luka tusuk;luka tusuk;[];[]
luka usus;luka usus;[];[]
luka usus;luka usus duodenal;[];[]
luka usus;luka lambung usus;[];[]
lupus;lupus eritematosus;[];[]
lupus;lupus eritematosus diskoid kondisi tidak respon kortikosteroid aktif;[];[]
lupus;lupus eritemmantosus;[];[]
lupus;lupus eritematosus diskoid tidak respon kortikosteroid aktif;[];[]
lupus;lupus eritematosus discoid;[];[]
lupus;lupus;[];[]
lupus;lupus eritematosus diskoid;[];[]
mabuk perjalanan;mabuk;[];[]
mabuk perjalanan;pencegahan mabuk perjalanan;[];[]
mabuk perjalanan;mabuk perjalanan;[];[]
mabuk perjalanan;mabuk karena kendaraan;[];[]
mabuk perjalanan;mabuk kendaraan;[];[]
makrosomia;makrosomia;[];[]
malaria;malaria;[];[]
malaria;pencegahan malaria;[];[]
malaria;malaria falciparum;[];[]
mata gatal;gatal mata;['gatal panas mata'];['gatal panas mata']
mata ikan;mata ikan;[];[]
mata kering;sindroma mata kering;[];[]
mata kering;kekeringan mata;[];[]
mata kering;mata kering;[];[]
mata lelah;mata lelah;[];[]
mata merah;mata merah;[];[]
mata merah;peradangan mata merah;[];[]
mata merah;iritasi mata merah;[];[]
mata merah;kemerahan mata;[];[]
melasma;melasma derajat sedang hingga berat;[];[]
melasma;melasma;[];[]
meningitis;meningitis disebabkan bakteri gram negatif;[];[]
meningitis;bakteri gr menyebabkan meningitis;[];[]
meningitis;bakteria meningitis;[];[]
meningitis;meningitis bakteremia;[];[]
meningitis;meningitis kriptokokal;['kriptokokal'];[]
meningitis;bakteremia meningitis;[];[]
meningitis;meningitis;[];[]
meningitis;meningitis nontbc;[];[]
meningitis;bakteri gram negatif penyebab bakteria meningitis;[];[]
meningitis;kuman gram negatif penyebab meningitis bakteremia;[];[]
meningitis;tuberkulosis meningitis;[];[]
meningitis;gram negatif menyebabkan bakteremia meningitis;[];[]
meningitis;meningitis bakteri gram negatif;[];[]
meningitis;bakteri gr  menyebabkan meningitis;[];[]
menopause;gangguan pasca menopause;[];[]
menopause;menopause;[];[]
meriang;meriang;[];[]
meriang;sumeng meriang;[];[]
meriang;badan meriang;[];[]
mialgia;mialgia;[];[]
migrain;migraine;[];[]
migrain;migraine akut;[];[]
migrain;migrain;[];[]
migrain;migrain akut;[];[]
mikosis;mikosis mulut kulit kandida;[];[]
mikosis;mikosis;[];[]
mikosis;mikosis sistemik;[];[]
mikosis;infeksi mikosis sistemik;[];[]
mikosis;mikosis kulit dermatofita;[];[]
mikosis;mikosis interdigitalis;[];[]
milia;milia;[];[]
miom;miom;[];[]
molluscum contagiosum;moluskum kontagiosum;[];[]
molluscum contagiosum;molluscum contagiosum;[];[]
morning sickness;morning sickness;[];[]
mual;pening mual;['pening'];[]
mual;mual akut;[];[]
mual;perut mual;[];[]
mual;mual akibat radiasi;['radiasi'];[]
mual;rasa mual;[];[]
mual;mual;[];[]
mual;hiperasiditas mual;['hiperasiditas'];[]
mual;gejala mual;[];[]
mual muntah;mual muntah kemoterapi radioterapi;[];[]
mual muntah;mual muntah akibat radioterapi;[];[]
mual muntah;mual muntah disebabkan radioterapi untuk kanker;[];[]
mual muntah;mual dan muntah karena kemoterapi;[];[]
mual muntah;mual dan muntah akibat kemoterapi;[];[]
mual muntah;mual pagi hari;[];[]
mual muntah;mual dan muntah pada anak2 akibat kemoterapi  radioterapi;[];[]
mual muntah;mual muntah akibat kemoterapi radioterapi;[];[]
mual muntah;mual muntah paska operasi;[];[]
mual muntah;mual  muntah;[];[]
mual muntah;mual muntah akibat penggunaal levodopa bromokriptin;[];[]
mual muntah;mual  muntah yang disebabkan kemoterapi  radioterapi untuk kanker;[];[]
mual muntah;mual muntah akibat kemoterapi;[];[]
mual muntah;mual muntah kehamilan;[];[]
mual muntah;mual muntah kemoterapi emetogenik;[];[]
mual muntah;mual dan muntah yang diinduksi obat kemoterapi sitotoksik;[];[]
mual muntah;mual muntah;[];[]
mual muntah;mual muntah akibat obat;[];[]
mual muntah;mual paska operasi;[];[]
mual muntah;mual  muntah akut;[];[]
mual muntah;mual dan muntah karena kemoterapi dan radioterapi;[];[]
mual muntah;mual dan muntah;[];[]
mual muntah;mual atau muntah;[];[]
mual muntah;mual muntah akut;[];[]
mual muntah;mual dan muntah akibat kemoterapi  radioterapi;[];[]
mual muntah;mual dan muntah yang disebabkan oleh obat;[];[]
mual muntah;mual dan muntah karena obat;[];[]
mual muntah;mual muntah pasca pembedahan;[];[]
mual muntah;mual muntah akibat gangguan metabolik pasca operasi;[];[]
mual muntah;mual muntah obat;[];[]
mual muntah;mual di pagi hari;[];[]
mual muntah;mual muntah pasca operasi;[];[]
mual muntah;mual muntah radioterapi;[];[]
mual muntah;maul akut;['maul'];['maul']
mual muntah;mual dan muntah akibat obat;[];[]
mual muntah;mual muntah kemoterapi;[];[]
mual muntah;mual muntah diinduksi obat kemoterapi sitotoksik;[];[]
mual muntah;mual muntah disebabkan kemoterapi radioterapi untuk kanker;[];[]
mual muntah;mual dan muntah karena radioterapi;[];[]
mual muntah;mual dan muntah akut;[];[]
mual muntah;mualmuntah paska operasi;[];[]
mual muntah;mual muntah disebabkan oleh obat;[];[]
mual muntah;mual muntah anak2 akibat kemoterapi radioterapi;[];[]
mual muntah;mual muntah anak akibat kemoterapi radioterapi;[];[]
mual muntah;mual dan muntah akibat penggunaal levodopa dan bromokriptin;[];[]
mual muntah;mual  muntah yang disebabkan kemoterapi;[];[]
mual muntah;mual muntah dipicu oleh radioterapi;[];[]
mual muntah;mual dan muntah yang disebabkan radioterapi untuk kanker;[];[]
mual muntah;mual dan muntah paska operasi;[];[]
mual muntah;mual dan muntah pasca operasi;[];[]
mual muntah;mual atau muntah pasca operasi;[];[]
mual muntah;mual dan muntah yang dipicu oleh radioterapi;[];[]
mual muntah;mual meriang;[];[]
mual muntah;mual muntah disebabkan kemoterapi;[];[]
mual muntah;mual dan muntah akibat radioterapi;[];[]
mual muntah;mual dan muntah akibat kemoterapi dan radioterapi;[];[]
mual muntah;mual dan muntah yang disebabkan kemoterapi;[];[]
mual muntah;mual dan muntah pada anak akibat kemoterapi dan radioterapi;[];[]
mual muntah;mual dan muntah pasca pembedahan;[];[]
mulut kering;mulut kering;[];[]
muntah;mual paska anestesi;[];[]
muntah;muntah pada kehamilan;[];[]
muntah;muntah saat hamil;[];[]
muntah;muntah akut;[];[]
muntah;maul akut muntahmuntah;[];[]
muntah;muntah dalam perjalanan yang diderita jika mempergunakan kendaraan bermotor kapal kereta api atau pesawat udara;[];[]
muntah;muntah paska operasi;[];[]
muntah;muntah ringan;[];[]
muntah;muntahmuntah;[];[]
muntah;muntah kehamilan;[];[]
muntah;muntah dalam perjalanan diderita jika mempergunakan kendaraan bermotor kapal kereta api pesawat udara;[];[]
muntah;muntah saat perjalanan;[];[]
muntah;muntah dalam perjalanan;[];[]
muntah;muntahmuntah bromokriptin;[];[]
muntah;muntah muntah;[];[]
muntah;muntah;[];[]
muntah;muntah pasca operasi;[];[]
muntah;muntahmuntah karena levodopa;[];[]
muntah;muntahmuntah levodopa;[];[]
muntah;muntahmuntah karena bromokriptin;[];[]
muntah;muntah paska anestesi;[];[]
muntah;muntah  muntah;[];[]
myasthenia gravis;myasthenia gravis;[];[]
myasthenia gravis;miastenia gravis;[];[]
myositis;miositis;[];[]
myositis;myositis;[];[]
nefropati;nefropati;[];[]
nefropati diabetik;nefropati diabetik;[];[]
neuritis;neuritis reumatik;[];[]
neuritis;neuritis perifer;[];[]
neuritis;neuritis;[];[]
neuritis;neuritis neuralgia;['neuralgia'];[]
neuritis;neuritis kehamilan;[];[]
neuritis optik;neuritis optika;[];[]
neuritis optik;neuritis optik;[];[]
neurodermatitis;neurodermatitis kontak;[];[]
neurodermatitis;neurodermatitis;[];[]
neurodermatitis;neuro-dermatitis;[];[]
neurodermatitis;neurodermatitis lokalisata;[];[]
neuropati;neuropati;[];[]
neuropati;neuropati vagal diabetikum;[];[]
neuropati diabetik;neuropati diabetika;[];[]
neuropati diabetik;neuropati diabetik;[];[]
neuropati perifer;neuropati perifer;[];[]
nistagmus;nistagmus;[];[]
nyeri;nyeri;[];['nyeri akibat memar']
nyeri;sakit nyeri ringan;[];[]
nyeri;nyeri akut derajat berat;[];[]
nyeri;sakitnyeri;[];[]
nyeri;nyeri akut;[];[]
nyeri;nyeri berat;[];[]
nyeri;nyeri kronis akut;[];[]
nyeri;nyeri lain;[];[]
nyeri;nyeri sedang berat;[];[]
nyeri;nyeri sakit;[];[]
nyeri;nyeri ringan;[];[]
nyeri bahu;rasa sakit otot bahu;[];[]
nyeri bahu;nyeri otot leher bahu punggung;[];[]
nyeri bahu;nyeri otot bahu;[];[]
nyeri bahu;nyeri bahu;[];[]
nyeri cedera;nyeri akibat terkilir terpukul;[];[]
nyeri cedera;nyeri cedera;[];[]
nyeri gigi;nyeri gigi ringan;[];[]
nyeri gigi;meredakan nyeri gigi ringan;[];[]
nyeri gigi;nyeri gigi ringan hingga sedang;[];[]
nyeri gigi;nyeri gigi sedang;[];[]
nyeri gigi;nyeri gigi;[];[]
nyeri kaki;nyeri kaki;[];[]
nyeri kepala;nyeri kepala;[];[]
nyeri lambung;nyeri lambung;[];['nyeri paroksismal penyakit lambung usus halus']
nyeri leher;rasa sakit leher;[];[]
nyeri leher;nyeri leher;[];[]
nyeri leher;nyeri otot leher;[];[]
nyeri leher;sakit otot leher;['sakit otot leher pundak'];['sakit otot leher pundak']
nyeri lutut;nyeri lutut;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal lain;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal;['nyeri muskuloskeletal akut', 'nyeri muskuloskeletal kronik', 'muskuloskeletal', 'nyeri muskuloskeletal kronis'];['nyeri muskuloskeletal akut', 'nyeri muskuloskeletal kronik', 'nyeri muskuloskeletal kronis','nyeri musculoskeletal akut']
nyeri otot;nyeri otot olahraga;[];[]
nyeri otot;nyeri ringan sedang otot;[];[]
nyeri otot;nyeri otot;[];[]
nyeri pasca bedah;nyeri paska bedah;[];[]
nyeri pasca bedah;nyeri paskabedah;[];[]
nyeri pasca bedah;nyeri lokal paska bedah mulut;[];[]
nyeri pasca operasi;nyeri pasca operasi derajat;[];[]
nyeri pasca operasi;nyeri pasca operasi;[];[]
nyeri pasca operasi;nyeri setelah traumapasca operasi;[];[]
nyeri pasca operasi;nyeri sesudah operasi;[];[]
nyeri pasca operasi;nyeri pasca operasi cabut gigi;[];[]
nyeri pasca operasi;nyeri pasca op;[];[]
nyeri pasca operasi;meredakan nyeri pasca operasi;[];[]
nyeri pasca operasi;nyeri perut sehabis operasi;[];[]
nyeri pasca operasi;nyeri cabut gigi;[];[]
nyeri pasca operasi;pencabutan gigi nyeri operasi;[];[]
nyeri pasca operasi;sakit setelah operasi;[];[]
nyeri pasca operasi;setelah operasi;[];[]
nyeri pasca operasi;nyeri operasi;[];[]
nyeri pasca operasi;nyeri muncul setelah operasi;[];[]
nyeri pasca operasi;nyeri paska operasi;[];[]
nyeri pasca operasi;nyeri yang muncul setelah operasi;[];[]
nyeri pasca operasi;nyeri pasca bedah;[];[]
nyeri pasca operasi;nyeri inflamasi pasca op;[];[]
nyeri pasca operasi;nyeri pasca operasi pasca bedah gigi tulang;[];[]
nyeri pasca operasi;nyeri sehabis operasi;[];[]
nyeri pasca partum;pasca partum;[];[]
nyeri pasca partum;nyeri pasca partum;[];[]
nyeri pasca trauma;nyeri trauma operasi;[];[]
nyeri pasca trauma;nyeri trauma;[];[]
nyeri pasca trauma;nyeri akibat trauma;[];[]
nyeri pasca trauma;nyeri pasca trauma;[];[]
nyeri pasca trauma;nyeri traumatik;['tukak traumatik', 'nyeri setelah traumatik'];['nyeri setelah traumatik']
nyeri pasca trauma;nyeri inflamasi pasca trauma;[];[]
nyeri pasca trauma;nyeri inflamasi pasca trauma terkilir;['trauma terkilir'];[]
nyeri pasca vaksinasi;nyeri pasca vaksinasi;[];[]
nyeri perut;nyeri perut;[];[]
nyeri pinggang;nyeri pinggang;[];[]
nyeri pinggang;nyeri otot pinggang;[];[]
nyeri punggung;nyeri dipunggung;[];[]
nyeri punggung;nyeri pada punggung;[];[]
nyeri punggung;nyeri otot punggung;[];[]
nyeri punggung;nyeri tulang punggung;[];[]
nyeri punggung;nyeri punggung;[];[]
nyeri punggung;sakit nyeri punggung;[];[]
nyeri saraf;nyeri saraf;['neuralgia nyeri saraf'];['neuralgia nyeri saraf']
nyeri sendi;pegal linu nyeri sendi;['pegal linu'];[]
nyeri sendi;pegal nyeri sendi;['pegal otot sendi'];[]
nyeri sendi;nyeri otot sendi;[];[]
nyeri sendi;nyeri sendi akibat reumatik;[];[]
nyeri sendi;nyeri pegalpegal otot sendi;[];[]
nyeri sendi;nyeri sendi;[];[]
nyeri spastik;nyeri spastik saluran empedu;[];[]
nyeri spastik;nyeri spastik;[];[]
nyeri spastik;spastik organ genital wanita;[];[]
nyeri spastik;nyeri spastik saluran kemih;[];[]
nyeri spastik;nyeri spastik organ genital wanita;['nyeri spastik sistem genital wanita'];['nyeri spastik sistem genital wanita']
nyeri spastik;nyeri paroxismal lambung usus halus nyeri spastik saluran empedu saluran kemih organ genital wanita;[];[]
nyeri telinga;nyeri telinga;[];[]
nyeri tenggorokan;nyeri tenggorokan;[];[]
nyeri tulang;nyeri tulang;[];[]
oligomenorea;oligomenore;[];[]
oligomenorea;oligomenorea;[];[]
oligospermia;oligospermia pria;[];[]
oligospermia;oligospermia;[];[]
onkomikosis;onkomikosis;[];[]
onkomikosis;onikomikosis;[];[]
orchitis;orchitis;[];[]
osteoarthritis;ostearthiritis;[];[]
osteoarthritis;osteoartritis;[];[]
osteoarthritis;osteoarthritis;[];[]
osteoarthritis;osteoartritis eksaserbasi akut;[];[]
osteoarthritis;herniated osteoarthritis;[];[]
osteoarthritis;osteoartritis kolumna vertebralis;[];[]
osteoarthritis;osteoartritis oa;[];[]
osteoarthritis;gejala osteoartritis;[];[]
osteoarthritis;nyeri osteoarthritis;[];[]
osteoarthritis;osteoarthritis (oa);[];[]
osteoarthritis;sindroma nyeri kolumna vertebralis;[];[]
osteoarthritis;osteoartritis jangka pendek;[];[]
osteoarthritis;osteo arthritis;[];[]
osteoarthritis;osteoartrosis;[];[]
osteoarthritis;osteoartritis akut;[];[]
osteoarthritis;artritis tulang punggung;[];[]
osteoarthritis;osteoartritis spondilartritis;[];[]
osteoarthritis;osteoartritis spondilosa;[];[]
osteoarthritis;osteoatritis panggul;[];[]
osteoarthritis;oa;[];[]
osteoarthritis;osteoarthritis oa;[];[]
osteoarthritis;osteaoarthritis;[];[]
osteoarthritis;osteoartritis spondilosa artritis;[];[]
osteoarthritis;eksacerbasi akut osteoarthritis;[];[]
osteoarthritis;oa eksaserbasi akut;[];[]
osteoarthritis;eksaserbasi akut oa;[];[]
osteodistrofi ginjal;osteodistrofi ginjal;['osteodistrofi'];['osteodistrofi']
osteogenesis imperfecta;osteogenesis imperfecta;[];[]
osteogenesis imperfecta;osteogenesis imperfekta;[];[]
osteomielitis;osteomielitis radang sumsum tulang;[];[]
osteomielitis;intra abdominal osteomielitis;['intra abdominal'];[]
osteomielitis;infeksi osteomielitis;[];[]
osteomielitis;osteomielitis radang sumsum tulang akut;[];[]
osteomielitis;osteomielitisradang sumsum tulang;[];[]
osteomielitis;osteomielitis;[];[]
osteomielitis;osteomielitis akut;[];[]
osteomielitis;infeksi osteomielitis radang sumsum tulang;[];[]
osteopetrosis;osteopetrosis;[];[]
osteoporosis;ostoroposis tulang;['ostoroposis'];['ostoroposis']
osteoporosis;osteoporosis;['osteoporosis sekunder', 'osteoporosis primer'];['osteoporosis sekunder', 'osteoporosis primer']
osteoporosis;osteoporosis paska menopause;[];[]
otitis eksterna;otitis eksterna kronis;[];[]
otitis eksterna;otitis externa;[];[]
otitis eksterna;otitis externa peradangan telinga bagian luar;[];[]
otitis eksterna;otitis externa atau peradangan pada telinga bagian luar;[];[]
otitis eksterna;otitis externa khronik;[];[]
otitis eksterna;otitis eksterna akut;[];[]
otitis eksterna;otitis eksterna;[];[]
otitis eksterna;otitis eksterna kronik;[];[]
otitis eksterna;otitis externa akut khronik;[];[]
otitis eksterna;otitis externa akut;[];[]
otitis media;otitis media radang rongga gendang telinga;[];[]
otitis media;infeksi gl otitis medium bekterial;['medium bekterial'];[]
otitis media;otitis media kronis;[];[]
otitis media;otitis medium sal nafas;['medium sal nafas'];[]
otitis media;otitis media supuratif kronik;[];[]
otitis media;otitis medium radang rongga gendang telinga;[];[]
otitis media;otitis media supuratif;[];[]
otitis media;otitis media akut;[];[]
otitis media;otitis medium akuta;[];[]
otitis media;otitis media;[];[]
otitis media;otitis medium;[];[]
otitis media;infeksi tht otitis medium akut sinusitis akut;[];[]
otitis media;medium;[];[]
otitis media;otitis medium akut;[];[]
otitis media;otitis media radang telinga tengah akut;[];[]
otitis media;otitis;[];[]
otomikosis;otomikosis;[];[]
panas;panas disertai tenggorokan kering;['panas dalam disertai tenggorokan kering'];[]
panas;panas;[];[]
panas dalam;panas dalam;[];['panas dalam disertai tenggorokan kering']
pankreatitis akut;pankreatitis;[];[]
pankreatitis akut;pankreatitis akut;[];[]
panu;panu;[];[]
panu;tinea versicolor panu;[];[]
panu;tinea versicolor;['tinea pityriasis versicolor'];['tinea pityriasis versicolor']
paratifus;demam tifus paratifus;[];[]
paratifus;demam tifoid paratifoid;[];[]
paratifus;tifus dan paratifus;[];[]
paratifus;go infeksi gl tifoid paratifoid;[];[]
paratifus;tifoid;[];[]
paratifus;demam paratifus;[];[]
paratifus;tifus  paratifus;[];[]
paratifus;tifoid paratifoid;[];[]
paratifus;paratifus;[];[]
paratifus;tifus epidemi;[];[]
paratifus;tifus paratifus;[];[]
paronikia;paronikhia;[];[]
paronikia;paronikia;[];[]
parotitis;parotitis;[];[]
pembengkakan;pembengkakan;[];[]
pembengkakan;pembengkakan rambut;[];[]
pembengkakan otak;pembengkakan otak;[];[]
pembengkakan pasca bedah;pembengkakan pasca bedah;[];[]
pembengkakan pasca trauma;pembengkakan pasca trauma;[];[]
pembengkakan prostat;pembengkakan prostat;[];[]
pendaharan;perdarahan;[];[]
pendaharan hidung;perdarahan hidung;['perdarahan hidung ringan'];['perdarahan hidung ringan']
penyakit akibat virus;virus superfisial;[];[]
penyakit akibat virus;penyakit virus;[];[]
penyakit akibat virus;virus;[];[]
penyakit akibat virus;penyakit virus lainnya;[];[]
penyakit akibat virus;virus jamur;[];[]
penyakit arteri koroner;penyakit arteri koroner;[];[]
penyakit arteri koroner;penyakit arteri koroner stabil;[];[]
penyakit arteri perifer;oklusi arteri perifer kronis;['oklusi arteri kronik'];['oklusi arteri kronik']
penyakit arteri perifer;penyakit arteri;[];[]
penyakit arteri perifer;penyakit arteri perifer;[];[]
penyakit behcet;penyakit behcet;[];[]
penyakit crohn;penyakit crohn ringan sedang;[];[]
penyakit crohn;crohn;['penyakit crohn'];['penyakit crohn']
penyakit gigi;penyakit gigi;[];[]
penyakit gigi;penyakit gigi gusi;[];[]
penyakit ginjal;penyakit ginjal kronik;[];[]
penyakit ginjal;penyakit ginjal;[];[]
penyakit ginjal;penyakit ginjal hati;[];[]
penyakit ginjal;penyakit ginjal stadium ginjal;[];[]
penyakit hati;penyakit hati;[];[]
penyakit hati;penyakit hati akut kronis;[];[]
penyakit infeksi;penyakit infeksi;[];[]
penyakit infeksi;infeksi penyakit eksaserbasi akut;[];[]
penyakit infeksi;penyakit infeksi hpylori;['hpylori'];['hpylori']
penyakit infeksi;penyakit infeksi kulit;[];[]
penyakit infeksi;penyakit infeksi ringan;[];[]
penyakit jantung;penyakit jantung hati;[];[]
penyakit jantung;penyakit jantung;[];[]
penyakit jantung koroner;penyakit koroner kronik;[];[]
penyakit jantung koroner;penyakit2 koroner khronik;[];[]
penyakit jantung koroner;penyakit jantung koroner;[];[]
