standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
infeksi streptococcus;streptococcus pyogenes;['luka terinfeksi disebabkan oleh streptococcus pyogenes'];['luka terinfeksi disebabkan oleh streptococcus pyogenes']
infeksi streptococcus;streptococci;[];[]
infeksi streptococcus;streptococcus;[];[]
infeksi streptococcus;streptococcus faecalis;[];[]
infeksi streptococcus;hemolitikus;[];[]
infeksi streptococcus;strep;[];[]
infeksi streptococcus;streptococus;[];[]
infeksi streptococcus;streptococcus epidermidis;[];[]
infeksi streptococcus;s pyogenes;[];[]
infeksi streptococcus;streptococcus hemolyticus;[];[]
infeksi streptococcus;infeksi streptococcus;[];[]
infeksi streptococcus;strep hemolitikus;[];[]
infeksi streptococcus;infeksi strep;[];[]
infeksi telinga;infeksi rongga telinga;[];[]
infeksi telinga;inteksi tulang;[];[]
infeksi telinga;infeksi telinga hidung tenggorokan;[];[]
infeksi telinga;infeksi telinga;[];[]
infeksi tulang;infeksi tulang;[];[]
infeksi tulang;infeksi tulang sendi;[];[]
infeksi tulang;infeksi tulang persendian;['nyeri persendian'];[]
infeksi usus;infeksi traktus gastrointestinal;[];[]
infeksi usus;infeksi usus;[];[]
infeksi vagina;infeksi vagina disebabkan candida albicans;['infeksi vagina campuran trichomonas vaginalis candida albicans'];['infeksi vagina campuran trichomonas vaginalis candida albicans']
infeksi vagina;infeksi vagina;[];[]
infeksi vagina;candida albicans;['trichomonas vaginalis candida albicans'];['trichomonas vaginalis candida albicans']
infeksi vagina;infeksi vagina campuran;[];[]
infeksi vagina;candida albikans;['infeksi mikotik kulit disebabkan candida albikans'];[]
infeksi vagina;infeksi vagina disebabkan trichomonas vaginalis;[];[]
infeksi virus;infeksi virus;[];[]
inflamasi;keadaan inflamasi;[];[]
inflamasi;inflamasi;[];[]
inflamasi;inflamasi degeneratif;['inflamasi bentuk degeneratif reumatik'];['inflamasi bentuk degeneratif reumatik']
inflamasi kulit;inflamasi kulit;[];[]
inflamasi mata;inflamasi bola mata eksternal anterior;['anterior bola mata'];[]
inflamasi mata;inflamasi mata;[];[]
inflamasi mata;penyakit inflamasi bola mata eksternal anterior;[];[]
inflamasi okular;inflamasi peradangan okular;[];['inflamasi gangguan ocular', 'gangguan inflamasi ocular']
inflamasi okular;inflamasi okular;[];[]
inflamasi pasca operasi;radang pasca operasi katarak;['katarak'];[]
inflamasi pasca operasi;inflamasi pasca operasi;[];[]
inflamasi pasca operasi;inflamasi paska operasi katarak;[];[]
inflamasi pasca operasi;inflamasi paska operasi;[];[]
inkontinensia tinja;inkontinensia tinja;[];[]
inkontinensia urine;inkontinensia urin;[];[]
insomnia;insomnia;[];[]
intertrigo;intertrigo;[];[]
intoleransi makanan;intoleransi terhadap makanan salah cerna;[];[]
intoleransi makanan;intoleransi terhadap makanan;[];[]
intoleransi obat;intoleransi terhadap obat sitotoksik;[];[]
intoleransi obat;intoleransi obat;[];[]
intra abdominal;intra abdominal;[];[]
iritasi;teriritasi lingkungan;[];[]
iritasi;iriasi;[];[]
iritasi;iriasi ringan;[];[]
iritasi;iritasi;['iritasi kulit'];[]
iritasi;iritasi ringan;[];[]
iritasi hidung;iritasi hidung;[];['iritasi hidung minor']
iritasi hidung;iritasi hidung ringan;[];[]
iritasi hidung;iriasi hidung;[];[]
iritasi mata;iriasi mata;[];[]
iritasi mata;iritasi ringan mata;[];[]
iritasi mata;iritasi mata ringan;[];[]
iritasi mata;iritasi mata;[];[]
iritasi mata;iritasi minor mata;['iritasi hidung minor'];[]
iritasi mulut;iritasi ringan mulut;[];[]
iritasi mulut;iritasi mulut;[];[]
iritasi saluran pernapasan;iritasi saluran nafas lainnya;[];[]
iritasi saluran pernapasan;iritasi membran mukosa saluran nafas;[];[]
iritasi saluran pernapasan;iritasi membran mukosa;[];[]
iritasi usus;iritasi usus;[];[]
iskemia;iskemia ulkus;[];[]
iskemia;iskemia miokardial;[];[]
iskemia;iskemia;[];[]
iskemia;iskemia miokard;['miokard'];[]
jamur kulit;jamur kulit;[];[]
jamur kulit;jamur lipatan kulit;[];[]
jamur kulit;jamur pada kulit;[];[]
jerawat;jerawat berisi nanah;[];[]
jerawat;jerawatakne vulgaris;[];[]
jerawat;jerawat bisul;[];[]
jerawat;jerawat;[];[]
jerawat;aknejerawat berisi nanah;[];[]
jerawat;jerawat parah;[];[]
jerawat;jerawat berat;[];[]
jerawat;infeksi jerawat;[];[]
jerawat batu;jerawat batu;[];[]
kandidiasis kulit;kandidiasis kulit;[];[]
kandidiasis kulit;kandidasis kutan;[];[]
kandidiasis mukosal;kandidiasis mukokutan kulit  mukosa khronik tidak responsif nistatin obat kandidiasis vaginal;[];[]
kandidiasis mukosal;kandidiasis mukokutan kulit  mukosa khronik;[];[]
kandidiasis mukosal;kandidiasis mukokutan khronis;[];[]
kandidiasis mukosal;kandidiasi mukosa;[];[]
kandidiasis mukosal;kandidiasis mukokutan kronis;[];[]
kandidiasis mukosal;kandidiasis mukokutan kulit mukosa khronik;[];[]
kandidiasis mukosal;kandidiasis mukokutan kulit mukosa khronik tidak responsif nistatin obat kandidiasis vaginal;[];[]
kandidiasis mukosal;kandidiasis mukosal;[];[]
kandidiasis oral;atopik oral kandidiasis;[];[]
kandidiasis oral;kandidiasis orofaringeal;[];[]
kandidiasis oral;infeksi orofaringeal;[];[]
kandidiasis oral;kandidiasis oral infeksi jamur rongga mulut;[];[]
kandidiasis oral;kandidiasis orofaringeal  esofageal;[];[]
kandidiasis oral;orofaringeal;[];[]
kandidiasis oral;kandidiasis orofaringeal esofageal;[];[]
kandidiasis oral;kandidosis oral;[];[]
kandidiasis oral;kandidiasis mulut;[];[]
kandidiasis oral;kandidiasis orofaringe;[];[]
kandidiasis oral;kandidiasis mulut dermatomikosis;[];[]
kandidiasis oral;kandidiasis rongga mulut;[];[]
kandidiasis oral;kandidiasis oral;[];[]
kandidiasis vaginalis;kandidiasis vaginal;[];[]
kandidiasis vaginalis;kandidosis vaginal;[];[]
kandidiasis vaginalis;kandidiasis vulvovaginal;[];[]
kandidiasis vaginalis;kandidiasis vagina;[];[]
kanker;penyakit kanker;[];[]
kanker;pasien kanker;[];[]
kanker;sel kanker;[];[]
kanker;kanker emetogenik;[];[]
kanker;nyeri kanker;[];[]
kanker;kanker;[];[]
kanker darah;kanker darah;[];[]
kanker hati;kanker hati;[];[]
kanker kandung kemih;kanker kandung kemih;[];[]
kanker lambung;kanker lambung;[];[]
kanker paru-paru;kanker paru;[];[]
kanker paru-paru;kanker paru paru;[];[]
kanker payudara;kanker payudara stadium lanjut;[];[]
kanker payudara;kanker payudara stadium lokal lanjutmetastasis;[];[]
kanker payudara;kanker payudara;[];[]
kanker payudara;karsinoma payudara;[];[]
kanker payudara;kanker payu dara;[];[]
kanker payudara;kanker payudara stadium dini;[];[]
kanker prostat;kanker prostat;[];[]
kanker rahim;kanker rahim;[];[]
kanker tenggorokan;kanker tenggorokan;[];[]
kapalan;kalus kapalan;[];[]
kapalan;kapalan;[];[]
kapalan;kalos kapalan;[];[]
kardiomiopati;cardiomiopati obstruktif hipertrofik;[];[]
kejang;kejang bronkus;[];[]
kejang;kejang otot;[];[]
kejang;kejang;[];[]
kelahiran prematur;prematur;[];[]
kelahiran prematur;ancaman kelahiran prematur;[];[]
kelainan darah;kelainan darah;[];[]
kelainan kulit;kelainan kulit;['kelainan kulit alergis kronis'];['kelainan kulit alergis kronis']
kelainan muskuloskeletal akut;kelainan muskuloskeletal akut;[];[]
kelainan periodontal;kelainan periodontal;[];[]
kelainan saraf;kelainan saraf;[];[]
kencing manis;kencing manis;[];[]
keputihan;keputihan;[];[]
keputihan;gatal akibat keputihan;[];[]
keracunan;keracunan;['keracunan parasetamol'];[]
keracunan alkohol;intoksinasi alkohol;[];[]
keracunan alkohol;keracunan alkohol;[];[]
keracunan darah;keracunan darah;[];[]
keracunan darah;septikemia keracunan darah bakteri;['septikemia keracunan darah bakteri patogenik zat zat dihasilkan bakteri'];['septikemia keracunan darah bakteri patogenik zat zat dihasilkan bakteri']
keracunan hati;keracunan hati;[];[]
keracunan obat;keracunan obat;[];['keracunan parasetamol']
keratitis;keratitis superfisial nonspesifik;[];[]
keratitis;keratitis gangguan peradangan okular;[];[]
keratitis;keratitis fungal;[];[]
keratitis;keratitis metaherpetikum;['keratitis metaherpetikum erosi kornea virus herpes'];['keratitis metaherpetikum erosi kornea virus herpes']
keratitis;keratitis;[];[]
keratitis;keratitis jamur;[];[]
keratitis;keratitis kronik;[];[]
keratitis;keratitis akut;[];[]
keratitis;keratitis bakterial;[];[]
keratitis;keratitis akibat infeksi virus superfisial;[];[]
keratitis;keratitis dendritis;[];[]
keratitis;fungal keratitis;[];[]
keratokonjungtivitis;keratokonjungtivitis;[];[]
keratokonjungtivitis;keratokonjungtivitis sicca;[];[]
keratosis pilaris;keratosis pilaris;[];[]
keseleo;sprain;[];[]
keseleo;keseleo tegang;[];[]
keseleo;keseleo;[];[]
keseleo;sprains;[];[]
keseleo;keseleo terkilir;[];[]
keseleo;sprains keseleo;[];[]
keseleo;memar keseleo;[];[]
keseleo;kesleo;[];[]
kesemutan;kesemutan;[];[]
ketombe;ketombe dikulit kepala;[];[]
ketombe;ketombe disebabkan pytirosporum ovale;[];[]
ketombe;ketombe;[];[]
kista;kista;[];[]
kista;miom kista;[];[]
klaudikasio intermiten;klaudikasio intermiten;[];[]
klaudikasio intermiten;klaudikasi intermiten;[];[]
kolera;kolera;[];[]
kolesterol;kolesterol;[];[]
kolesterol;kolesterol total;[];[]
kolesterol;kolesterol ldl;[];[]
kolesterol;kolesterol jahat;[];[]
kolik;kolik empedu;[];[]
kolik;nyeri kolik;[];[]
kolik;kholik;[];[]
kolik;sakit kolik;[];[]
kolik;kolik;['kolik abdomen'];['kolik abdomen']
kolik ginjal;kolik ginjal empedu;[];[]
kolik ginjal;kolik ginjal;[];[]
kolik ginjal;kolik empedu ginjal;[];[]
kolik kandung kemih;kolik ginjal kandung kemih;[];[]
kolik kandung kemih;kolik kandung kemih;[];[]
koma;prekoma;['sistemik prekoma'];['sistemik prekoma']
koma;pre koma hepatik;[];[]
koma;koma hepatic;[];[]
koma;prekoma hepatik;[];[]
koma;koma hepatik;[];[]
koma;koma;[];[]
komedo;komedo;[];[]
komedo;peradangan dengan komedo;[];[]
komplikasi paru pasca bedah;komplikasi paru pasca bedah;[];[]
konjungtivitis;konjungtivitis nonpurulen akut kronis;[];[]
konjungtivitis;konjungtivitis alergi radang selaput ikat mata akibat alergi;[];[]
konjungtivitis;konjungtivitis;[];[]
konjungtivitis;konjungtivitis infeksi bakteri;[];[]
konjungtivitis;konjungtivitas;[];[]
konjungtivitis;konjungtivitis folikular;[];[]
konjungtivitis;konjungtivitis infeksi e;[];[]
konjungtivitis;konjungtivitis nonpurulen;[];[]
konjungtivitis;konjungtivitis alergi;[];[]
konjungtivitis;konjungktivitis;[];[]
konjungtivitis;konjungtivitis vernal;[];[]
konjungtivitis;konjungtivitis bakterial;[];[]
konstipasi;konstipasi akut;[];[]
konstipasi;konstipasi akut kronik;[];[]
konstipasi;konstipasi superscript;[];[]
konstipasi;konstipasi;[];[]
konstipasi;konstipasi kronis;[];[]
konstipasi;konstipasi kronik;[];[]
konstipasi;konstipasi atoni;[];[]
kram otot;spasme kram otot;[];[]
kram otot;kram otot;[];[]
kram otot;nyeri spasme kram otot polo;[];[]
kram otot;spasme otot;['spasme'];[]
kram perut;kram perut;[];[]
kram perut;sakit kram perut;[];[]
kram perut;kram perut disebabkan oleh menstruasi dysmenorrhea;[];[]
kram saluran kemih;kram saluran kemih kelamin;[];[]
kram saluran pencernaan;kram saluran cerna;[];[]
kram saluran pencernaan;kram saluran cerna pylorus;[];[]
kriptokokal;kriptokokal;[];[]
kriptosporidiosis;cryptosporidiosis;[];[]
kriptosporidiosis;kriptosporidiosis;[];[]
kudis;panu kadas;[];[]
kudis;kadas;[];[]
kudis;scabies kudis;['scabies'];['scabies']
kudis;kudis;[];[]
kulit kering;kulit kering;[];[]
kurap;kurap;[];[]
kurap;kadaskurap;[];[]
kutil;kutil kalus;[];[]
kutil;kutil;[];[]
kutu air;kutu air;[];[]
kutu air;kutu air rangen;['rangen'];['rangen']
kutu air;tinea pedis kutu air;['tinea pedis'];['tinea pedis']
kutu badan;kutu badan;[];[]
kutu rambut;kutu rambut;[];[]
labirinitis;labirinitis;[];[]
labirinitis;sindroma meniere labirinitis;[];[]
lambliasis;lambliasis;[];[]
laringitis;laringitis;[];[]
laringitis;laryngitis;[];[]
leher pegal dan kaku;leher kaku bahu;[];[]
leher pegal dan kaku;leher kaku terkilir;[];[]
leher pegal dan kaku;pegal leher;[];[]
leher pegal dan kaku;leher kaku;[];[]
leptospirosis;leptospirosis;[];[]
lesi kulit;lesi kulit;['lesi khronik', 'lesi akut'];[]
lesi kulit;lesi2 kulit;[];[]
lesi kulit;lesi2 kulit lainnya;[];[]
lesi mulut;lesi inflamasi oral;[];[]
lichen planus;likhen planus;[];[]
lichen planus;liken planus;[];[]
lichen planus;lichen planus;[];[]
lichen planus;likhen planus erosif;[];[]
limfogranuloma inguinale;limfogranuloma inguinale;[];[]
luka;luka kronik;[];[]
luka;luka;['luka minor'];['luka minor']
luka bakar;luka bakar terinfeksi;[];[]
luka bakar;luka bakar akibat bahan kimia;[];[]
luka bakar;luka bakar;[];[]
luka bakar;luka bakar ringan;[];[]
luka tusuk;luka tusuk;[];[]
luka usus;luka usus;[];[]
luka usus;luka lambung usus;[];[]
luka usus;luka usus duodenal;[];[]
lupus;lupus eritematosus;[];[]
lupus;lupus eritematosus diskoid tidak respon kortikosteroid aktif;[];[]
lupus;lupus eritematosus diskoid;[];[]
lupus;lupus eritematosus discoid;[];[]
lupus;lupus eritemmantosus;[];[]
lupus;lupus;[];[]
lupus;lupus eritematosus diskoid kondisi tidak respon kortikosteroid aktif;[];[]
mabuk perjalanan;pencegahan mabuk perjalanan;[];[]
mabuk perjalanan;mabuk perjalanan;[];[]
mabuk perjalanan;mabuk;[];[]
mabuk perjalanan;mabuk kendaraan;[];[]
mabuk perjalanan;mabuk karena kendaraan;[];[]
makrosomia;makrosomia;[];[]
malaria;malaria falciparum;['serangan akut malaria falciparum resisten klorokuin'];['serangan akut malaria falciparum resisten klorokuin']
malaria;malaria;[];[]
malaria;pencegahan malaria;[];[]
masuk angin;masuk angin;[];[]
masuk angin;gejala masuk angin;[];[]
mata gatal;gatal panas mata;[];[]
mata gatal;gatal mata;['gatal terbakar mata'];['gatal terbakar mata']
mata ikan;mata ikan;[];[]
mata kering;sindroma mata kering;[];[]
mata kering;kekeringan mata;[];[]
mata kering;mata kering;[];[]
mata lelah;mata lelah;[];[]
mata merah;peradangan mata merah;[];[]
mata merah;iritasi mata merah;[];[]
mata merah;mata merah;[];[]
mata merah;kemerahan mata;[];[]
melasma;melasma derajat sedang hingga berat;[];[]
melasma;melasma;[];[]
memar;terkilir memar;['terkilir'];[]
memar;luka memar;[];[]
memar;memar;['memar benturan'];['memar benturan','memar akibat kecelakaan']
meningitis;tuberkulosis meningitis;[];[]
meningitis;meningitis bakteri gram negatif;[];[]
meningitis;gram negatif menyebabkan bakteremia meningitis;[];[]
meningitis;meningitis disebabkan bakteri gram negatif;[];[]
meningitis;bakteri gram negatif penyebab bakteria meningitis;[];[]
meningitis;meningitis nontbc;[];[]
meningitis;meningitis kriptokokal;[];[]
meningitis;kuman gram negatif penyebab meningitis bakteremia;[];[]
meningitis;bakteremia meningitis;[];[]
meningitis;meningitis;[];[]
meningitis;bakteria meningitis;[];[]
meningitis;bakteri gr  menyebabkan meningitis;[];[]
meningitis;meningitis bakteremia;[];[]
meningitis;bakteri gr menyebabkan meningitis;[];[]
menopause;menopause;[];[]
menopause;gangguan pasca menopause;[];[]
meriang;sumeng meriang;[];[]
meriang;badan meriang;[];[]
meriang;meriang;[];[]
mialgia;mialgia;[];[]
migrain;migraine;[];[]
migrain;migrain;[];[]
migrain;migrain akut;[];[]
migrain;migren akut;['serangna migren akut', 'migren'];['serangna migren akut', 'migren']
migrain;migraine akut;[];[]
mikosis;mikosis;[];[]
mikosis;mikosis kulit dermatofita;[];[]
mikosis;infeksi mikosis sistemik;[];[]
mikosis;mikosis mulut kulit kandida;[];[]
mikosis;mikosis interdigitalis;[];[]
mikosis;mikosis sistemik;[];[]
milia;milia;[];[]
miom;miom;[];[]
molluscum contagiosum;moluskum kontagiosum;[];[]
molluscum contagiosum;molluscum contagiosum;[];[]
morning sickness;morning sickness;[];[]
mual;mual akut;[];[]
mual;rasa mual;['rasa nyeri'];[]
mual;hiperasiditas mual;['hiperasiditas'];[]
mual;pening mual;[];[]
mual;gejala mual;[];[]
mual;perut mual;[];[]
mual;mual;[];[]
mual;mual akibat radiasi;[];[]
mual muntah;mual dan muntah akibat radioterapi;[];[]
mual muntah;mual muntah disebabkan radioterapi untuk kanker;[];[]
mual muntah;mual muntah akibat kemoterapi radioterapi;[];[]
mual muntah;mual muntah akibat gangguan metabolik pasca operasi;[];[]
mual muntah;mual muntah disebabkan kemoterapi radioterapi untuk kanker;[];[]
mual muntah;mual dan muntah akibat obat;[];[]
mual muntah;mual muntah diinduksi obat kemoterapi sitotoksik;[];[]
mual muntah;mual muntah disebabkan kemoterapi;[];[]
mual muntah;mual muntah paska operasi;[];[]
mual muntah;mual atau muntah;[];[]
mual muntah;mual dan muntah karena radioterapi;[];[]
mual muntah;mual muntah akibat penggunaal levodopa bromokriptin;[];[]
mual muntah;mual dan muntah pasca pembedahan;[];[]
mual muntah;mual pagi hari;[];[]
mual muntah;mual dan muntah akibat penggunaal levodopa dan bromokriptin;[];[]
mual muntah;mual muntah pasca pembedahan;[];[]
mual muntah;mual dan muntah yang disebabkan radioterapi untuk kanker;[];[]
mual muntah;mualmuntah paska operasi;[];[]
mual muntah;mual muntah akibat radioterapi;[];[]
mual muntah;mual  muntah yang disebabkan kemoterapi;[];[]
mual muntah;mual paska operasi;[];[]
mual muntah;mual dan muntah yang disebabkan oleh obat;[];[]
mual muntah;mual muntah kehamilan;[];[]
mual muntah;mual muntah;[];[]
mual muntah;mual di pagi hari;[];[]
mual muntah;mual dan muntah yang disebabkan kemoterapi;[];[]
mual muntah;mual dan muntah yang dipicu oleh radioterapi;[];[]
mual muntah;mual dan muntah karena obat;[];[]
mual muntah;mual dan muntah akibat kemoterapi;[];[]
mual muntah;mual muntah akibat obat;[];[]
mual muntah;mual dan muntah paska operasi;[];[]
mual muntah;mual atau muntah pasca operasi;[];[]
mual muntah;mual dan muntah akut;[];[]
mual muntah;mual dan muntah yang diinduksi obat kemoterapi sitotoksik;[];[]
mual muntah;mual dan muntah pada anak2 akibat kemoterapi  radioterapi;[];[]
mual muntah;mual muntah disebabkan oleh obat;[];[]
mual muntah;maul akut;[];[]
mual muntah;mual muntah kemoterapi radioterapi;[];[]
mual muntah;mual dan muntah akibat kemoterapi  radioterapi;[];[]
mual muntah;mual muntah obat;[];[]
mual muntah;mual muntah kemoterapi emetogenik;[];[]
mual muntah;mual muntah akut;[];[]
mual muntah;mual dan muntah karena kemoterapi dan radioterapi;[];[]
mual muntah;mual dan muntah pada anak akibat kemoterapi dan radioterapi;[];[]
mual muntah;mual muntah kemoterapi;[];[]
mual muntah;mual dan muntah karena kemoterapi;[];[]
mual muntah;mual dan muntah pasca operasi;[];[]
mual muntah;maul;[];[]
mual muntah;mual dan muntah;[];[]
mual muntah;mual meriang;[];[]
mual muntah;mual muntah akibat kemoterapi;[];[]
mual muntah;mual muntah pasca operasi;[];[]
mual muntah;mual  muntah yang disebabkan kemoterapi  radioterapi untuk kanker;[];[]
mual muntah;mual muntah radioterapi;[];[]
mual muntah;mual muntah anak akibat kemoterapi radioterapi;[];[]
mual muntah;mual dan muntah akibat kemoterapi dan radioterapi;[];[]
mual muntah;mual muntah anak2 akibat kemoterapi radioterapi;[];[]
mual muntah;mual muntah dipicu oleh radioterapi;[];[]
mual muntah;mual  muntah;[];[]
mual muntah;mual  muntah akut;[];[]
mulut kering;mulut kering;[];[]
muntah;muntahmuntah karena bromokriptin;[];[]
muntah;muntah muntah;[];[]
muntah;muntah;[];[]
muntah;muntahmuntah bromokriptin;[];[]
muntah;muntah saat hamil;[];[]
muntah;muntahmuntah levodopa;[];[]
muntah;muntah  muntah;[];[]
muntah;mual paska anestesi;[];[]
muntah;muntah paska anestesi;[];[]
muntah;muntah dalam perjalanan yang diderita jika mempergunakan kendaraan bermotor kapal kereta api atau pesawat udara;[];[]
muntah;muntah akut;[];[]
muntah;muntah pada kehamilan;[];[]
muntah;muntah paska operasi;[];[]
muntah;muntah dalam perjalanan;[];[]
muntah;muntah kehamilan;[];[]
muntah;muntahmuntah karena levodopa;[];[]
muntah;muntah ringan;[];[]
muntah;muntah dalam perjalanan diderita jika mempergunakan kendaraan bermotor kapal kereta api pesawat udara;[];[]
muntah;muntahmuntah;[];[]
muntah;maul akut muntahmuntah;[];[]
muntah;muntah pasca operasi;[];[]
muntah;muntah saat perjalanan;[];[]
myasthenia gravis;miastenia gravis;[];[]
myasthenia gravis;myasthenia gravis;[];[]
myositis;myositis;[];[]
myositis;miositis;[];[]
nefropati;nefropati;[];[]
nefropati diabetik;nefropati diabetik;[];[]
neuralgia;neuralgia;[];[]
neuritis;neuritis perifer;[];[]
neuritis;neuritis kehamilan;[];[]
neuritis;neuritis;[];[]
neuritis;neuritis neuralgia;[];[]
neuritis;neuritis reumatik;[];[]
neuritis optik;neuritis optika;[];[]
neuritis optik;neuritis optik;[];[]
neurodermatitis;neurodermatitis;[];[]
neurodermatitis;neuro-dermatitis;[];[]
neurodermatitis;neurodermatitis lokalisata;[];[]
neurodermatitis;neurodermatitis kontak;[];[]
neuropati;neuropati;[];[]
neuropati;neuropati vagal diabetikum;[];[]
neuropati diabetik;neuropati diabetik;[];[]
neuropati diabetik;neuropati diabetika;[];[]
neuropati perifer;neuropati perifer;[];[]
nistagmus;nistagmus;[];[]
nyeri;sakitnyeri;[];[]
nyeri;nyeri akibat memar;['memar akibat kecelakaan'];[]
nyeri;sakit nyeri ringan;[];[]
nyeri;nyeri akut;['rasa nyeri akut'];['rasa nyeri akut','rasa nyeri']
nyeri;nyeri kronis akut;[];['meredakan rasa nyeri']
nyeri;nyeri akut derajat berat;[];[]
nyeri;nyeri sedang berat;[];[]
nyeri;nyeri lain;[];[]
nyeri;nyeri sakit;[];[]
nyeri;nyeri berat;[];[]
nyeri;nyeri ringan;[];[]
nyeri;nyeri;[];[]
nyeri bahu;nyeri otot bahu;[];[]
nyeri bahu;nyeri otot leher bahu punggung;[];[]
nyeri bahu;nyeri bahu;[];[]
nyeri bahu;rasa sakit otot bahu;[];[]
nyeri cedera;nyeri cedera;[];[]
nyeri cedera;nyeri akibat terkilir terpukul;['nyeri terkilir'];['nyeri terkilir']
nyeri gigi;nyeri gigi;['nyeri akut pembedahan gigi'];[]
nyeri gigi;nyeri gigi ringan hingga sedang;[];[]
nyeri gigi;nyeri gigi ringan;[];[]
nyeri gigi;nyeri gigi sedang;[];[]
nyeri gigi;meredakan nyeri gigi ringan;[];[]
nyeri inflamasi;nyeri inflamasi;[];[]
nyeri kaki;nyeri kaki;[];[]
nyeri kepala;nyeri kepala;[];[]
nyeri lambung;nyeri paroxismal lambung usus halus;['nyeri paroxismal usus halus', 'nyeri paroxismal lambung'];['nyeri paroxismal usus halus', 'nyeri paroxismal lambung']
nyeri lambung;nyeri paroksismal lambung usus halus;['nyeri paroksismal'];['nyeri paroksismal']
nyeri lambung;nyeri paroksismal penyakit lambung usus halus;[];[]
nyeri lambung;nyeri lambung;[];[]
nyeri leher;nyeri leher;[];[]
nyeri leher;nyeri otot leher;[];[]
nyeri leher;sakit otot leher;[];[]
nyeri leher;rasa sakit leher;[];[]
nyeri leher;sakit otot leher pundak;['sakit pundak'];[]
nyeri lutut;nyeri lutut;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal kronik;[];[]
nyeri muskuloskeletal;nyeri musculoskeletal akut;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal kronis;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal lain;[];[]
nyeri muskuloskeletal;nyeri muskuloskeletal akut;['gangguan muskuloskeletal akut'];[]
nyeri otot;nyeri otot olahraga;['rasa sakit otot olahraga'];['rasa sakit otot olahraga']
nyeri otot;nyeri otot;[];[]
nyeri otot;nyeri ringan sedang otot;[];[]
nyeri pasca bedah;nyeri paska bedah;[];[]
nyeri pasca bedah;nyeri paskabedah;[];[]
nyeri pasca bedah;nyeri lokal paska bedah mulut;[];[]
nyeri pasca bedah;nyeri pascabedah;[];[]
nyeri pasca operasi;nyeri pasca operasi;[];[]
nyeri pasca operasi;nyeri operasi;[];[]
nyeri pasca operasi;pencabutan gigi nyeri operasi;['pencabutan'];[]
nyeri pasca operasi;nyeri pasca bedah;[];[]
nyeri pasca operasi;nyeri pasca operasi cabut gigi;[];[]
nyeri pasca operasi;nyeri paska operasi;[];[]
nyeri pasca operasi;nyeri pasca operasi derajat;[];[]
nyeri pasca operasi;nyeri cabut gigi;[];[]
nyeri pasca operasi;meredakan nyeri pasca operasi;['meredakan rasa nyeri'];[]
nyeri pasca operasi;nyeri sesudah operasi;['nyeri sesudah pembedahan'];['nyeri sesudah pembedahan','nyeri akut pembedahan gigi']
nyeri pasca operasi;nyeri perut sehabis operasi;[];[]
nyeri pasca operasi;nyeri setelah traumapasca operasi;[];[]
nyeri pasca operasi;nyeri yang muncul setelah operasi;[];[]
nyeri pasca operasi;sakit setelah operasi;[];[]
nyeri pasca operasi;nyeri inflamasi pasca op;[];[]
nyeri pasca operasi;nyeri muncul setelah operasi;[];[]
nyeri pasca operasi;nyeri pasca operasi pasca bedah gigi tulang;[];[]
nyeri pasca operasi;nyeri sehabis operasi;['nyeri sehabis melahirkan'];['nyeri sehabis melahirkan']
nyeri pasca operasi;nyeri pasca op;[];[]
nyeri pasca operasi;setelah operasi;[];[]
nyeri pasca partum;nyeri pasca partum;[];[]
nyeri pasca partum;pasca partum;[];[]
nyeri pasca trauma;nyeri pasca trauma;[];[]
nyeri pasca trauma;nyeri inflamasi pasca trauma terkilir;[];[]
nyeri pasca trauma;nyeri traumatik;['inflamasi traumatik'];[]
nyeri pasca trauma;nyeri trauma;[];[]
nyeri pasca trauma;nyeri akibat trauma;['lesi mukosa akibat trauma'];[]
nyeri pasca trauma;nyeri inflamasi pasca trauma;[];[]
nyeri pasca trauma;nyeri trauma operasi;[];[]
nyeri pasca trauma;nyeri setelah traumatik;[];[]
nyeri pasca vaksinasi;nyeri pasca vaksinasi;[];[]
nyeri perut;nyeri perut;[];[]
nyeri pinggang;nyeri pinggang;[];[]
nyeri pinggang;nyeri otot pinggang;[];[]
nyeri punggung;nyeri punggung;[];[]
nyeri punggung;nyeri dipunggung;[];[]
nyeri punggung;nyeri otot punggung;[];[]
nyeri punggung;sakit nyeri punggung;[];[]
nyeri punggung;nyeri tulang punggung;['nyeri kolumna vertebra tulang punggung'];['nyeri kolumna vertebra tulang punggung']
nyeri punggung;nyeri pada punggung;[];[]
nyeri saraf;neuralgia nyeri saraf;[];[]
nyeri saraf;nyeri saraf;[];[]
nyeri saraf;neuralgia nyeri saraf migren;[];[]
nyeri sendi;nyeri pegalpegal otot sendi;['pegalpegal'];[]
nyeri sendi;nyeri sendi;[];['nyeri persendian']
nyeri sendi;pegal nyeri sendi;[];[]
nyeri sendi;pegal linu nyeri sendi;[];[]
nyeri sendi;nyeri otot sendi;[];[]
nyeri sendi;nyeri sendi akibat reumatik;[];[]
nyeri spastik;nyeri spastik;[];[]
nyeri spastik;spastik organ genital wanita;[];[]
