standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases
infeksi saluran pernapasan;infeksi saluran nafas atas dan bawah;[];[]
infeksi saluran pernapasan;infeksi tht;[];[]
infeksi saluran pernapasan;infeksi saluran nafas tht;[];[]
infeksi saluran pernapasan;infeksi serius saluran nafas bag bawah;[];[]
infeksi saluran pernapasan;infeksi saluran nafas kulit jaringan lunak;[];[]
infeksi saluran pernapasan;saluran nafas atas;[];[]
infeksi saluran pernapasan;infeksi mikroorganisme peka tht;['peradangan akibat mikroorganisme peka'];[]
infeksi saluran pernapasan;infeksi saluran pernapasan bagian atas;[];[]
infeksi saluran pernapasan;saluran nafas akut kronik;[];[]
infeksi saluran pernapasan;infeksi saluran pernafasan bagian atas  bawah;[];[]
infeksi saluran pernapasan;infeksi saluran pernapasan bawah;[];[]
infeksi saluran pernapasan;infeksi saluran nafas akut dan kronik;[];[]
infeksi saluran pernapasan;infeksi pernafasan;[];[]
infeksi saluran pernapasan;infeksi virus sal napa;[];[]
infeksi saluran pernapasan;infeksi saluran pernapasan;[];[]
infeksi saluran pernapasan;infeksi saluran nafas;[];[]
infeksi saluran pernapasan;infeksi berat sal nafas;[];[]
infeksi saluran pernapasan;infeksi sal nafas atas dan bawah;[];[]
infeksi saluran pernapasan;infeksi saluran pernafasan;[];[]
infeksi saluran pernapasan;infeksi saluran nafas khronik;[];[]
infeksi saluran pernapasan;infeksi sal nafas atas;[];[]
infeksi saluran pernapasan;infeksi saluran pencernaan saluran kemih;[];[]
infeksi saluran pernapasan;infeksi serius saluran nafas;[];[]
infeksi saluran pernapasan;infeksi saluran pernafasan bagian atas;[];[]
infeksi saluran pernapasan;infeksi saluran napa;[];[]
infeksi saluran pernapasan;infeksi tht faringotonsilitis;[];[]
infeksi saluran pernapasan;infeksi saluran nafas atas;[];[]
infeksi saluran pernapasan;infeksi saluran napa akut;[];[]
infeksi saluran pernapasan;infeksi saluran nafas dan bawah;[];[]
infeksi saluran pernapasan;infeksi sal nafas atas bawah;[];[]
infeksi saluran pernapasan;infeksi sal nafas bawah;[];[]
infeksi saluran pernapasan;infeksi ringan saluran nafas;[];[]
infeksi saluran pernapasan;infeksi saluran napas bawah;[];[]
infeksi saluran pernapasan;infeksi saluran napas atas dan bawah;[];[]
infeksi saluran pernapasan;infeksi sal nafas kulit;[];[]
infeksi saluran pernapasan;infeksi saluran nafas akut kronik;[];[]
infeksi saluran pernapasan;infeksi serius disebabkan bakteri sensitif infeksi saluran nafas bawah;[];[]
infeksi saluran pernapasan;infeksi saluran pernafasan bawah;[];[]
infeksi saluran pernapasan;infeksi serius saluran nafas bag bwh;[];[]
infeksi saluran pernapasan;infeksi sal nafas bakteri gr;[];[]
infeksi saluran pernapasan;infeksi sal pernafasan atas;[];[]
infeksi sekunder;komplikasi infeksi sekunder;[];[]
infeksi sekunder;infeksi sekunder;[];[]
infeksi selaput lendir mulut;infeksi selaput lendir mulut;[];[]
infeksi sendi;infeksi sendi;[];[]
infeksi staphylococcus;staphylococcusa aureus;[];[]
infeksi staphylococcus;staphylococcus;[];[]
infeksi staphylococcus;staphylococci;[];[]
infeksi staphylococcus;bakteri staph;[];[]
infeksi staphylococcus;infeksi staphylococcus;[];[]
infeksi staphylococcus;lesi kulit dengan infeksi primer sekunder oleh bakteri stafilokokus;[];[]
infeksi staphylococcus;infeksi disebabkan staphylococcus;[];[]
infeksi staphylococcus;staphyloccocus aureus;[];[]
infeksi staphylococcus;infeksi serius staph;[];[]
infeksi staphylococcus;staphylococcus aureus;[];[]
infeksi staphylococcus;luka terinfeksi disebabkan oleh staphylococcus aureus;[];[]
infeksi streptococcus;streptococcus faecalis;[];[]
infeksi streptococcus;strep hemolitikus;[];[]
infeksi streptococcus;streptococci;[];[]
infeksi streptococcus;streptococcus;[];[]
infeksi streptococcus;streptococcus pyogenes;[];[]
infeksi streptococcus;s pyogenes;[];[]
infeksi streptococcus;hemolitikus;[];[]
infeksi streptococcus;streptococcus viridans;[];[]
infeksi streptococcus;infeksi streptococcus;[];[]
infeksi streptococcus;streptococus;[];[]
infeksi streptococcus;luka terinfeksi disebabkan oleh streptococcus pyogenes;[];[]
infeksi streptococcus;streptococcus epidermidis;[];[]
infeksi streptococcus;streptococcus hemolyticus;[];[]
infeksi streptococcus;strep;[];[]
infeksi streptococcus;infeksi strep;[];[]
infeksi telinga;infeksi rongga telinga;[];[]
infeksi telinga;infeksi telinga;[];[]
infeksi telinga;infeksi telinga hidung tenggorokan;[];[]
infeksi telinga;inteksi tulang;[];[]
infeksi tulang;infeksi tulang;[];[]
infeksi tulang;infeksi tulang sendi;[];[]
infeksi tulang;infeksi tulang persendian;[];[]
infeksi urethral;infeksi urethral;[];[]
infeksi usus;infeksi usus;[];[]
infeksi usus;infeksi traktus gastrointestinal;[];[]
infeksi vagina;infeksi vagina;[];[]
infeksi vagina;candida albicans;[];[]
infeksi vagina;infeksi vagina disebabkan trichomonas vaginalis;[];[]
infeksi vagina;infeksi vagina disebabkan candida albicans;[];[]
infeksi vagina;trichomonas vaginalis candida albicans;[];[]
infeksi vagina;infeksi vagina campuran;[];[]
infeksi vagina;infeksi vagina campuran trichomonas vaginalis candida albicans;[];[]
infeksi vagina;candida albikans;[];[]
infeksi virus;infeksi virus;[];[]
inflamasi;inflamasi degeneratif;[];[]
inflamasi;keadaan inflamasi;[];[]
inflamasi;inflamasi lokal;[];[]
inflamasi;inflamasi bentuk degeneratif reumatik;[];[]
inflamasi;inflamasi;[];[]
inflamasi kulit;inflamasi kulit;[];[]
inflamasi mata;inflamasi mata;[];[]
inflamasi mata;penyakit inflamasi bola mata eksternal anterior;[];[]
inflamasi mata;inflamasi bola mata eksternal anterior;[];[]
inflamasi okular;inflamasi peradangan okular;[];[]
inflamasi okular;inflamasi gangguan ocular;[];[]
inflamasi okular;gangguan inflamasi ocular;[];[]
inflamasi okular;inflamasi okular;[];[]
inflamasi pasca operasi;inflamasi paska operasi katarak;[];[]
inflamasi pasca operasi;radang pasca operasi katarak;[];[]
inflamasi pasca operasi;inflamasi paska operasi;[];[]
inflamasi pasca operasi;inflamasi pasca operasi;[];[]
inflamasi pelvis;inflamasi pelvis;[];[]
inflamasi trauma;inflamasi traumatik;[];[]
inflamasi trauma;inflamasi trauma;[];[]
inkontinensia tinja;inkontinensia tinja;[];[]
inkontinensia urine;inkontinensia urin;[];[]
insomnia;insomnia;[];[]
insufisiensi koroner;insufisiensi koroner;[];[]
insufisiensi koroner;insufisiensi koroner kronik;[];[]
insufisiensi vena;insufisiensi vena;['vena'];[]
intertrigo;intertrigo;[];[]
intertrigo;intergo;[];[]
intoleransi makanan;intoleransi terhadap makanan;[];[]
intoleransi makanan;intoleransi terhadap makanan salah cerna;[];[]
intoleransi obat;intoleransi obat;[];[]
intoleransi obat;intoleransi terhadap obat sitotoksik;[];[]
intra abdominal;intra abdominal;[];[]
iritasi;iriasi;[];[]
iritasi;iriasi ringan;[];[]
iritasi;iritasi ringan;[];[]
iritasi;iritasi;[];[]
iritasi;teriritasi lingkungan;[];[]
iritasi hidung;iritasi hidung;[];[]
iritasi hidung;iritasi hidung minor;[];[]
iritasi hidung;iriasi hidung;[];[]
iritasi hidung;iritasi hidung ringan;[];[]
iritasi kulit;iritasi kulit;[];[]
iritasi mata;iritasi mata;[];[]
iritasi mata;iritasi minor mata;[];[]
iritasi mata;iritasi mata ringan;[];[]
iritasi mata;iriasi mata;[];[]
iritasi mata;iritasi ringan mata;[];[]
iritasi mulut;iritasi ringan mulut;[];[]
iritasi mulut;iritasi mulut;[];[]
iritasi saluran pernapasan;iritasi saluran nafas lainnya;[];[]
iritasi saluran pernapasan;iritasi membran mukosa;[];[]
iritasi saluran pernapasan;iritasi membran mukosa saluran nafas;[];[]
iritasi usus;iritasi usus;[];[]
iskemia;iskemia miokardial;[];[]
iskemia;iskemia miokard;[];[]
iskemia;iskemia ulkus;[];[]
iskemia;iskemia;[];[]
jamur kulit;jamur pada kulit;[];[]
jamur kulit;jamur lipatan kulit;[];[]
jamur kulit;jamur kulit;[];[]
jerawat;jerawat berisi nanah;[];[]
jerawat;aknejerawat berisi nanah;[];[]
jerawat;jerawat bisul;[];[]
jerawat;jerawat parah;[];[]
jerawat;jerawatakne vulgaris;[];[]
jerawat;infeksi jerawat;[];[]
jerawat;jerawat;[];[]
jerawat;jerawat berat;[];[]
jerawat batu;jerawat batu;[];[]
kaku otot sendi;rasa kaku otot;[];[]
kaku otot sendi;kaku;[];[]
kaku otot sendi;kekakuan sendi;[];[]
kandidemia;kandidemia;[];[]
kandidiasis kulit;kandidasis kutan;[];[]
kandidiasis kulit;kandidiasis kulit;[];[]
kandidiasis mukosal;kandidiasis mukokutan kulit mukosa khronik tidak responsif nistatin obat kandidiasis vaginal;[];[]
kandidiasis mukosal;kandidiasi mukosa;[];[]
kandidiasis mukosal;kandidiasis mukosal;[];[]
kandidiasis mukosal;kandidiasis mukokutan kulit  mukosa khronik;[];[]
kandidiasis mukosal;kandidiasis mukokutan kronis;[];[]
kandidiasis mukosal;kandidiasis mukokutan kulit mukosa khronik;[];[]
kandidiasis mukosal;kandidiasis mukokutan kulit  mukosa khronik tidak responsif nistatin obat kandidiasis vaginal;[];[]
kandidiasis mukosal;kandidiasis mukokutan khronis;[];[]
kandidiasis oral;kandidiasis mulut;[];[]
kandidiasis oral;infeksi orofaringeal;[];[]
kandidiasis oral;kandidiasis orofaringeal  esofageal;[];[]
kandidiasis oral;kandidiasis mulut dermatomikosis;[];[]
kandidiasis oral;atopik oral kandidiasis;[];[]
kandidiasis oral;kandidiasis oral infeksi jamur rongga mulut;[];[]
kandidiasis oral;kandidiasis oral;[];[]
kandidiasis oral;kandidiasis orofaringeal esofageal;[];[]
kandidiasis oral;orofaringeal;[];[]
kandidiasis oral;kandidiasis rongga mulut;[];[]
kandidiasis oral;kandidosis oral;[];[]
kandidiasis oral;kandidiasis orofaringe;[];[]
kandidiasis oral;kandidiasis orofaringeal;[];[]
kandidiasis vaginalis;kandidiasis vaginal;[];[]
kandidiasis vaginalis;kandidiasis vulvovaginal;[];[]
kandidiasis vaginalis;kandidosis vaginal;[];[]
kandidiasis vaginalis;kandidiasis vagina;[];[]
kanker;penyakit kanker;[];[]
kanker;nyeri kanker;[];[]
kanker;kanker emetogenik;[];[]
kanker;sel kanker;[];[]
kanker;pasien kanker;[];[]
kanker;kanker;[];[]
kanker darah;kanker darah;[];[]
kanker hati;kanker hati;[];[]
kanker kandung kemih;kanker kandung kemih;[];[]
kanker lambung;kanker lambung;[];[]
kanker paru-paru;kanker paru paru;[];[]
kanker paru-paru;kanker paru;[];[]
kanker payudara;kanker payudara stadium lanjut;[];[]
kanker payudara;karsinoma payudara;[];[]
kanker payudara;kanker payudara stadium lokal lanjutmetastasis;[];[]
kanker payudara;kanker payudara stadium dini;[];[]
kanker payudara;kanker payu dara;[];[]
kanker payudara;kanker payudara;[];[]
kanker prostat;kanker prostat;[];[]
kanker rahim;kanker rahim;[];[]
kanker tenggorokan;kanker tenggorokan;[];[]
kapalan;kapalan;[];[]
kapalan;kalos kapalan;[];[]
kapalan;kalus kapalan;[];[]
kardiomiopati;cardiomiopati obstruktif hipertrofik;[];[]
katarak;katarak;['katarak senilis', 'mata katarak', 'katarak sinilis'];['katarak senilis', 'mata katarak', 'katarak sinilis']
kejang;kejang bronkus;[];[]
kejang;kejang;[];[]
kejang;kejang otot;[];[]
kelahiran prematur;ancaman kelahiran prematur;[];[]
kelahiran prematur;prematur;[];[]
kelainan darah;kelainan darah;[];[]
kelainan kulit;kelainan kulit;[];[]
kelainan kulit;kelainan kulit alergis kronis;[];[]
kelainan muskuloskeletal akut;kelainan muskuloskeletal akut;[];[]
kelainan periodontal;kelainan periodontal;[];[]
kelainan saraf;kelainan saraf;[];[]
kelebihan asam lambung;kelebihan asam lambung;['gejala berhubungan kelebihan asam lambung'];['gejala berhubungan kelebihan asam lambung']
kencing manis;kencing manis;[];[]
keputihan;gatal akibat keputihan;[];[]
keputihan;keputihan;[];[]
keracunan;keracunan;[];[]
keracunan alkohol;keracunan alkohol;[];[]
keracunan alkohol;intoksinasi alkohol;[];[]
keracunan darah;keracunan darah;[];[]
keracunan darah;septikemia keracunan darah bakteri patogenik zat zat dihasilkan bakteri;[];[]
keracunan darah;keracunan darh bakteri patogenik;['keracunan darh oleh bakteri patogenik'];['keracunan darh oleh bakteri patogenik']
keracunan darah;septikemia keracunan darah bakteri;[];[]
keracunan hati;keracunan hati;[];[]
keracunan obat;keracunan parasetamol;[];[]
keracunan obat;keracunan obat;[];[]
keratitis;keratitis jamur;[];[]
keratitis;keratitis metaherpetikum;[];[]
keratitis;keratitis gangguan peradangan okular;[];[]
keratitis;keratitis metaherpetikum erosi kornea virus herpes;[];[]
keratitis;fungal keratitis;[];[]
keratitis;keratitis;[];[]
keratitis;keratitis akut;[];[]
keratitis;keratitis akibat infeksi virus superfisial;[];[]
keratitis;keratitis fungal;[];[]
keratitis;keratitis superfisial nonspesifik;[];[]
keratitis;keratitis kronik;[];[]
keratitis;keratitis dendritis;[];[]
keratitis;keratitis bakterial;[];[]
keratokonjungtivitis;keratokonjungtivitis;[];[]
keratokonjungtivitis;keratokonjungtivitis sicca;[];[]
keratosis pilaris;keratosis pilaris;[];[]
keseleo;sprains keseleo;[];[]
keseleo;kesleo;[];[]
keseleo;memar keseleo;[];[]
keseleo;sprain;[];[]
keseleo;keseleo;[];[]
keseleo;keseleo tegang;[];[]
keseleo;keseleo terkilir;[];[]
keseleo;sprains;[];[]
kesemutan;kesemutan;[];[]
ketombe;ketombe;[];[]
ketombe;ketombe disebabkan pytirosporum ovale;[];[]
ketombe;ketombe dikulit kepala;[];[]
kista;miom kista;[];[]
kista;kista;[];[]
klaudikasio intermiten;klaudikasio intermiten;[];[]
klaudikasio intermiten;klaudikasi intermiten;[];[]
kolera;kolera;[];[]
kolesterol;kolesterol;[];[]
kolesterol;kolesterol ldl;[];[]
kolesterol;kolesterol total;[];[]
kolesterol;kolesterol jahat;[];[]
kolik;nyeri kolik;[];[]
kolik;sakit kolik;[];[]
kolik;kholik;[];[]
kolik;kolik abdomen;[];[]
kolik;kolik;[];[]
kolik;kolik empedu;[];[]
kolik ginjal;kolik ginjal;[];[]
kolik ginjal;kolik empedu ginjal;[];[]
kolik ginjal;kolik ginjal empedu;[];[]
kolik kandung kemih;kolik ginjal kandung kemih;[];[]
kolik kandung kemih;kolik kandung kemih;[];[]
koma;koma;[];[]
koma;prekoma;[];[]
koma;koma hepatik;[];[]
koma;koma hepatic;[];[]
koma;prekoma hepatik;[];[]
koma;pre koma hepatik;[];[]
koma;sistemik prekoma;[];[]
komedo;komedo;[];[]
komedo;peradangan dengan komedo;[];[]
komplikasi paru pasca bedah;komplikasi paru pasca bedah;[];[]
konjungtivitis;konjungtivitis nonpurulen;[];[]
konjungtivitis;konjungtivitis vernal;[];[]
konjungtivitis;konjungtivitis alergi radang selaput ikat mata akibat alergi;[];[]
konjungtivitis;konjungtivitis;[];[]
konjungtivitis;konjungtivitas;[];[]
konjungtivitis;konjungtivitis alergi;[];[]
konjungtivitis;konjungtivitis infeksi e;[];[]
konjungtivitis;konjungtivitis nonpurulen akut kronis;[];[]
konjungtivitis;konjungktivitis;[];[]
konjungtivitis;konjungtivitis infeksi bakteri;[];[]
konjungtivitis;konjungtivitis bakterial;[];[]
konjungtivitis;konjungtivitis folikular;[];[]
konstipasi;konstipasi akut;[];[]
konstipasi;konstipasi atoni;[];[]
konstipasi;konstipasi kronis;[];[]
konstipasi;konstipasi;[];[]
konstipasi;konstipasi kronik;[];[]
konstipasi;konstipasi superscript;[];[]
konstipasi;konstipasi akut kronik;[];[]
kram ;kram;[];[]
kram ;kram nokturnal;[];[]
kram otot;spasme otot;[];[]
kram otot;kram otot;[];[]
kram otot;spasme kram otot;[];[]
kram otot;nyeri spasme kram otot polo;[];[]
kram perut;sakit kram perut;[];[]
kram perut;kram perut;[];[]
kram perut;kram perut disebabkan oleh menstruasi dysmenorrhea;[];[]
kram saluran kemih;kram saluran kemih kelamin;[];[]
kram saluran pencernaan;kram saluran cerna pylorus;[];[]
kram saluran pencernaan;kram saluran cerna;[];[]
kriptokokal;kriptokokal;[];[]
kriptokokosis;kriptokokosis kandidemia;[];[]
kriptokokosis;kriptokokosis;['kriptokokosis non meningeal', 'kriptokokosis nonmeningeal'];['kriptokokosis non meningeal', 'kriptokokosis nonmeningeal']
kriptosporidiosis;kriptosporidiosis;[];[]
kriptosporidiosis;cryptosporidiosis;[];[]
kudis;scabiei;[];[]
kudis;scabies kudis;[];[]
kudis;skabies;[];[]
kudis;kadas;[];[]
kudis;kudis;[];[]
kudis;panu kadas;[];[]
kudis;scabies;['terapi infestasi sarcoptes scabies scabies'];['terapi infestasi sarcoptes scabies scabies']
kulit kering;kulit kering;[];[]
kurap;kurap;[];[]
kurap;kadaskurap;[];[]
kutil;kutil kalus;[];[]
kutil;kutil;[];[]
kutu air;kutu air;[];[]
kutu air;rangen;[];[]
kutu air;tinea pedis kutu air;[];[]
kutu air;kutu air rangen;[];[]
kutu air;tinea pedis;['tinea pedis manum', 'tinea manus pedis'];['tinea pedis manum', 'tinea manus pedis']
kutu badan;kutu badan;[];[]
kutu rambut;kutu rambut;[];[]
labirinitis;labirinitis;[];[]
labirinitis;sindroma meniere labirinitis;[];[]
lambliasis;lambliasis;[];[]
laringitis;laryngitis;[];[]
laringitis;laringitis;[];[]
leher pegal dan kaku;leher kaku bahu;[];[]
leher pegal dan kaku;leher kaku terkilir;[];[]
leher pegal dan kaku;pegal leher;[];[]
leher pegal dan kaku;leher kaku;[];[]
leptospirosis;leptospirosis;[];[]
lesi;lesi khronik;[];[]
lesi;lesi akut;[];[]
lesi kulit;lesi kulit;[];[]
lesi kulit;lesi2 kulit lainnya;[];[]
lesi kulit;lesi2 kulit;[];[]
lesi mukosa;lesi mukosa akibat trauma;[];[]
lesi mukosa;lesi mukosa;[];[]
lesi mulut;lesi inflamasi oral;[];[]
lichen planus;liken planus;[];[]
lichen planus;lichen planus;[];[]
lichen planus;likhen planus erosif;[];[]
lichen planus;likhen planus;[];[]
limfogranuloma inguinale;limfogranuloma inguinale;[];[]
luka;luka kronik;[];[]
luka;luka;[];[]
luka;luka minor;['infeksi luka iris ringan minor'];[]
luka bakar;luka bakar;[];[]
luka bakar;luka bakar ringan;[];[]
luka bakar;luka bakar akibat bahan kimia;[];[]
luka bakar;luka bakar terinfeksi;[];[]
luka tusuk;luka tusuk;[];[]
luka usus;luka usus;[];[]
luka usus;luka usus duodenal;[];[]
luka usus;luka lambung usus;[];[]
lupus;lupus eritemmantosus;[];[]
lupus;lupus;[];[]
lupus;lupus eritematosus;[];[]
lupus;lupus eritematosus discoid;[];[]
lupus;lupus eritematosus diskoid;[];[]
lupus;lupus eritematosus diskoid kondisi tidak respon kortikosteroid aktif;[];[]
lupus;lupus eritematosus diskoid tidak respon kortikosteroid aktif;[];[]
lymphogranuloma;limfogranuloma;[];[]
lymphogranuloma;lymphogranuloma;[];[]
lymphomagranuloma;lymphomagranuloma;[];[]
mabuk perjalanan;mabuk karena kendaraan;[];[]
mabuk perjalanan;pencegahan mabuk perjalanan;[];[]
mabuk perjalanan;mabuk;[];[]
mabuk perjalanan;mabuk kendaraan;[];[]
mabuk perjalanan;mabuk perjalanan;[];[]
makrosomia;makrosomia;[];[]
malaria;serangan akut malaria falciparum resisten klorokuin;[];[]
malaria;malaria falciparum;[];[]
malaria;pencegahan malaria;[];[]
malaria;malaria;[];[]
masuk angin;gejala masuk angin;[];[]
masuk angin;masuk angin;[];[]
mata gatal;gatal panas mata;[];[]
mata gatal;gatal terbakar mata;['okular gatal terbakar'];['okular gatal terbakar']
mata gatal;gatal mata;[];[]
mata ikan;mata ikan;[];[]
mata kering;sindroma mata kering;[];[]
mata kering;kekeringan mata;[];[]
mata kering;mata kering;[];[]
mata lelah;mata lelah;[];[]
mata merah;mata merah;[];[]
mata merah;kemerahan mata;[];[]
mata merah;peradangan mata merah;[];[]
mata merah;iritasi mata merah;[];[]
melasma;melasma derajat sedang hingga berat;[];[]
melasma;melasma;[];[]
memar;memar;[];[]
memar;memar benturan;[];[]
memar;luka memar;[];[]
memar;memar akibat kecelakaan;[];[]
memar;terkilir memar;[];[]
meningitis;meningitis kriptokokal;[];[]
meningitis;bakteremia meningitis;[];[]
meningitis;bakteri gr  menyebabkan meningitis;[];[]
meningitis;meningitis disebabkan bakteri gram negatif;[];[]
meningitis;bakteria meningitis;[];[]
meningitis;meningitis bakteri gram negatif;[];[]
meningitis;infeksi meningen;[];[]
meningitis;bakteri gram negatif penyebab bakteria meningitis;[];[]
meningitis;bakteri gr menyebabkan meningitis;[];[]
meningitis;meningitis nontbc;[];[]
meningitis;gram negatif menyebabkan bakteremia meningitis;[];[]
meningitis;infeksi meningeal;[];[]
meningitis;meningitis bakteremia;[];[]
meningitis;tuberkulosis meningitis;[];[]
meningitis;meningitis;[];[]
meningitis;kuman gram negatif penyebab meningitis bakteremia;[];[]
menopause;menopause;[];[]
menopause;gangguan pasca menopause;[];[]
meriang;badan meriang;[];[]
meriang;meriang;[];[]
meriang;sumeng meriang;[];[]
mialgia;mialgia;[];[]
migrain;migrain akut;[];[]
migrain;migrain;[];[]
migrain;serangna migren akut;[];[]
migrain;migraine akut;[];[]
migrain;migren akut;[];[]
migrain;migraine;[];[]
migrain;migren;[];[]
mikosis;infeksi mikosis sistemik;[];[]
mikosis;mikosis;[];[]
mikosis;mikosis sistemik;[];[]
mikosis;mikosis mulut kulit kandida;[];[]
mikosis;mikosis kulit dermatofita;[];[]
mikosis;mikosis interdigitalis;[];[]
milia;milia;[];[]
miom;miom;[];[]
molluscum contagiosum;moluskum kontagiosum;[];[]
molluscum contagiosum;molluscum contagiosum;[];[]
morning sickness;morning sickness;[];[]
mual;pening mual;[];[]
mual;perut mual;[];[]
mual;mual akut;[];[]
mual;mual;[];[]
mual;gejala mual;[];[]
mual;mual akibat radiasi;[];[]
mual;rasa mual;[];[]
mual;hiperasiditas mual;[];[]
mual muntah;mual muntah disebabkan kemoterapi radioterapi untuk kanker;[];[]
mual muntah;mual paska operasi;[];[]
mual muntah;mual atau muntah;[];[]
mual muntah;mual muntah disebabkan kemoterapi;[];[]
mual muntah;mual muntah kehamilan;[];[]
mual muntah;mual dan muntah akibat obat;[];[]
mual muntah;mual muntah disebabkan radioterapi untuk kanker;[];[]
mual muntah;mual atau muntah pasca operasi;[];[]
mual muntah;mual muntah pasca pembedahan;[];[]
mual muntah;mual muntah radioterapi;[];[]
mual muntah;maul akut;[];[]
mual muntah;mual dan muntah yang disebabkan kemoterapi;[];[]
mual muntah;mual dan muntah pasca operasi;[];[]
mual muntah;mual dan muntah paska operasi;[];[]
mual muntah;mual muntah akibat kemoterapi radioterapi;[];[]
mual muntah;mual  muntah yang disebabkan kemoterapi;[];[]
mual muntah;maul;[];[]
mual muntah;mual pagi hari;[];[]
mual muntah;mual dan muntah yang dipicu oleh radioterapi;[];[]
mual muntah;mual dan muntah akibat kemoterapi dan radioterapi;[];[]
mual muntah;mual muntah anak2 akibat kemoterapi radioterapi;[];[]
mual muntah;mual dan muntah pada anak2 akibat kemoterapi  radioterapi;[];[]
mual muntah;mual muntah;[];[]
mual muntah;mual muntah akibat obat;[];[]
mual muntah;mual muntah akibat gangguan metabolik pasca operasi;[];[]
mual muntah;mual muntah akut;[];[]
mual muntah;mual muntah obat;[];[]
mual muntah;mual dan muntah karena obat;[];[]
mual muntah;mual dan muntah yang disebabkan oleh obat;[];[]
mual muntah;mual muntah akibat penggunaal levodopa bromokriptin;[];[]
mual muntah;mual muntah kemoterapi emetogenik;[];[]
mual muntah;mual  muntah;[];[]
mual muntah;mual muntah dipicu oleh radioterapi;[];[]
mual muntah;mual dan muntah karena kemoterapi;[];[]
mual muntah;mual dan muntah akibat kemoterapi;[];[]
mual muntah;mual dan muntah yang diinduksi obat kemoterapi sitotoksik;[];[]
mual muntah;mual dan muntah akibat kemoterapi  radioterapi;[];[]
mual muntah;mualmuntah paska operasi;[];[]
mual muntah;mual muntah kemoterapi;[];[]
mual muntah;mual dan muntah pada anak akibat kemoterapi dan radioterapi;[];[]
mual muntah;mual dan muntah akut;[];[]
mual muntah;mual muntah anak akibat kemoterapi radioterapi;[];[]
mual muntah;mual dan muntah karena kemoterapi dan radioterapi;[];[]
mual muntah;mual dan muntah akibat penggunaal levodopa dan bromokriptin;[];[]
mual muntah;mual  muntah yang disebabkan kemoterapi  radioterapi untuk kanker;[];[]
mual muntah;mual di pagi hari;[];[]
mual muntah;mual muntah diinduksi obat kemoterapi sitotoksik;[];[]
mual muntah;mual dan muntah akibat radioterapi;[];[]
mual muntah;mual muntah kemoterapi radioterapi;[];[]
mual muntah;mual  muntah akut;[];[]
mual muntah;mual dan muntah karena radioterapi;[];[]
mual muntah;mual dan muntah;[];[]
mual muntah;mual dan muntah pasca pembedahan;[];[]
mual muntah;mual muntah akibat radioterapi;[];[]
mual muntah;mual muntah paska operasi;[];[]
mual muntah;mual meriang;[];[]
mual muntah;mual muntah akibat kemoterapi;[];[]
mual muntah;mual muntah pasca operasi;[];[]
mual muntah;mual dan muntah yang disebabkan radioterapi untuk kanker;[];[]
mual muntah;mual muntah disebabkan oleh obat;[];[]
mulut kering;mulut kering;[];[]
muntah;muntah kehamilan;[];[]
muntah;mual paska anestesi;[];[]
muntah;muntah pada kehamilan;[];[]
muntah;muntah dalam perjalanan yang diderita jika mempergunakan kendaraan bermotor kapal kereta api atau pesawat udara;[];[]
muntah;muntah akut;[];[]
muntah;muntah dalam perjalanan;[];[]
muntah;muntah ringan;[];[]
muntah;muntahmuntah karena bromokriptin;[];[]
muntah;maul akut muntahmuntah;[];[]
muntah;muntahmuntah karena levodopa;[];[]
muntah;muntah paska operasi;[];[]
muntah;muntah dalam perjalanan diderita jika mempergunakan kendaraan bermotor kapal kereta api pesawat udara;[];[]
muntah;muntah pasca operasi;[];[]
muntah;muntah saat perjalanan;[];[]
muntah;muntah  muntah;[];[]
muntah;muntahmuntah;[];[]
muntah;muntah paska anestesi;[];[]
muntah;muntah;[];[]
muntah;muntah muntah;[];[]
muntah;muntahmuntah levodopa;[];[]
muntah;muntah saat hamil;[];[]
muntah;muntahmuntah bromokriptin;[];[]
myasthenia gravis;myasthenia gravis;[];[]
myasthenia gravis;miastenia gravis;[];[]
myositis;miositis;[];[]
myositis;myositis;[];[]
nefropati;nefropati;[];[]
nefropati diabetik;nefropati diabetik;[];[]
neuralgia;neuralgia;[];[]
neuritis;neuritis kehamilan;[];[]
neuritis;neuritis reumatik;[];[]
neuritis;neuritis;[];[]
neuritis;neuritis neuralgia;[];[]
neuritis;neuritis perifer;[];[]
neuritis optik;neuritis optik;[];[]
neuritis optik;neuritis optika;[];[]
neurodermatitis;neurodermatitis;[];[]
neurodermatitis;neurodermatitis lokalisata;[];[]
neurodermatitis;neuro-dermatitis;[];[]
neurodermatitis;neurodermatitis kontak;[];[]
neuropati;neuropati vagal diabetikum;[];[]
neuropati;neuropati;[];[]
neuropati diabetik;neuropati diabetik;[];[]
neuropati diabetik;neuropati diabetika;[];[]
neuropati perifer;neuropati perifer;[];[]
nistagmus;nistagmus;[];[]
nyeri;nyeri akut derajat berat;[];[]
nyeri;nyeri akut;[];[]
nyeri;nyeri akibat memar;[];[]
nyeri;rasa nyeri akut;[];[]
nyeri;nyeri berat;[];[]
nyeri;sakit nyeri ringan;[];[]
nyeri;nyeri kronis akut;[];[]
nyeri;sakitnyeri;[];[]
nyeri;meredakan rasa nyeri;[];[]
nyeri;nyeri lain;[];[]
nyeri;nyeri ringan;[];[]
