standardized_disease;fuzzy_tfidf_fuzzy_tfidf_fuzzy_fuzzy_tfidf_fuzzy_tfidf_fuzzy_tfidf;list_of_diseases;corrected_list_of_diseases;
infeksi saluran pernapasan;infeksi saluran nafas;[];[];
infeksi saluran pernapasan;infeksi saluran pernapasan bagian atas;[];[];
infeksi saluran pernapasan;infeksi saluran nafas kulit jaringan lunak;[];[];
infeksi saluran pernapasan;infeksi saluran nafas bagian atas dan bawah;[];[];
infeksi saluran pernapasan;infeksi sal nafas lainnya;[];[];
infeksi saluran pernapasan;infeksi saluran napas atas bawah;[];[];
infeksi saluran pernapasan;saluran nafas akut kronik;[];[];
infeksi saluran pernapasan;infeksi serius saluran nafas bag bawah;[];[];
infeksi saluran pernapasan;infeksi saluran nafas akut dan kronik;[];[];
infeksi saluran pernapasan;infeksi saluran pernapasan bawah;[];[];
infeksi saluran pernapasan;infeksi saluran napas atas dan bawah;[];[];
infeksi saluran pernapasan;infeksi sal nafas atas bawah;[];[];
infeksi saluran pernapasan;infeksi saluran pernfasan bagian atas bawah;[];[];
infeksi saluran pernapasan;infeksi saluran nafas akut dan khronik;[];[];
infeksi saluran pernapasan;infeksi saluran napas atas  bawah;[];[];
infeksi saluran pernapasan;infeksi saluran pernapasan;[];[];
infeksi saluran pernapasan;infeksi saluran pernafasan bagian atas;[];[];
infeksi saluran pernapasan;infeksi saluran nafas bawah;[];[];
infeksi saluran pernapasan;infeksi saluran pernafasan bawah;[];[];
infeksi saluran pernapasan;infeksi saluran napas atas;[];[];
infeksi saluran pernapasan;infeksi saluran nafas kecuali pneumonia strep hemolitikus;[];[];
infeksi saluran pernapasan;infeksi sal napa;[];[];
infeksi saluran pernapasan;infeksi ringan sedang sal nafas bawah atas kulit struktur kulit phs;[];[];
infeksi saluran pernapasan;infeksi saluran nafas tht;[];[];
infeksi saluran pernapasan;tht;[];[];
infeksi saluran pernapasan;infeksi saluran nafas akut kronik;[];[];
infeksi saluran pernapasan;infeksi serius saluran nafas bag bwh;['bwh'];[];
infeksi saluran pernapasan;infeksi ringan saluran nafas;[];[];
infeksi saluran pernapasan;infeksi saluran pernapasan atas bawah;[];[];
infeksi saluran pernapasan;infeksi saluran pernafasan bagian atas  bawah;[];[];
infeksi saluran pernapasan;infeksi saluran nafas akut khronik;[];[];
infeksi saluran pernapasan;infeksi saluran nafas bawah dan atas;[];[];
infeksi saluran pernapasan;infeksi sal nafas bakteri gr;[];[];
infeksi saluran pernapasan;infeksi sal nafas bawah;[];[];
infeksi saluran pernapasan;infeksi saluran pencernaan saluran kemih;[];[];
infeksi saluran pernapasan;infeksi saluran nafas dan tht;[];[];
infeksi saluran pernapasan;infeksi berat sal nafas;[];[];
infeksi saluran pernapasan;infeksi saluran pernapasan atas  bawah;[];[];
infeksi saluran pernapasan;infeksi saluran napa;[];[];
infeksi saluran pernapasan;infeksi mikroorganisme peka tht;[];[];
infeksi saluran pernapasan;infeksi saluran nafas bagian atas bawah;[];[];
infeksi saluran pernapasan;infeksi tht faringotonsilitis;[];[];
infeksi saluran pernapasan;infeksi traktus respiratorius;[];[];
infeksi saluran pernapasan;infeksi saluran napa akut kronik;[];[];
infeksi saluran pernapasan;infeksi bakteri saluran pernafasan;[];[];
infeksi saluran pernapasan;infeksi saluran nafas akut;[];[];
infeksi saluran pernapasan;infeksi sal;[];[];
infeksi saluran pernapasan;infeksi sal nafas kulit;[];[];
infeksi saluran pernapasan;infeksi serius disebabkan bakteri sensitif infeksi saluran nafas bawah;[];[];
infeksi saluran pernapasan;infeksi saluran nafas kronik;[];[];
infeksi saluran pernapasan;infeksi saluran pernafasan;[];[];
infeksi saluran pernapasan;infeksi saluran pernafasan bagian bawah;[];[];
infeksi saluran pernapasan;infeksi saluran nafas dan bawah;[];[];
infeksi saluran pernapasan;infeksi sal nafas;[];[];
infeksi saluran pernapasan;infeksi saluran pernapasan atas dan bawah;[];[];
infeksi saluran pernapasan;infeksi sal nafas atas dan bawah;[];[];
infeksi saluran pernapasan;infeksi serius saluran nafas;[];[];
infeksi saluran pernapasan;infeksi virus sal napa;[];[];
infeksi saluran pernapasan;infeksi saluran nafas khronik;[];[];
infeksi saluran pernapasan;infeksi tht;[];[];
infeksi saluran pernapasan;infeksi sal pernafasan atas;[];[];
infeksi saluran pernapasan;infeksi saluran nafas atas;[];[];
infeksi saluran pernapasan;sal nafas kecuali pneumonia strep;[];[];
infeksi saluran pernapasan;infeksi saluran nafas kulit dan jaringan lunak;[];[];
infeksi saluran pernapasan;infeksi saluran napa akut;[];[];
infeksi saluran pernapasan;infeksi sal nafas atas;[];[];
infeksi saluran pernapasan;infeksi saluran pernafasan bagian atas bawah;[];[];
infeksi saluran pernapasan;infeksi ringan  sedang sal nafas bawah dan atas kulit dan struktur kulit phs;[];[];
infeksi saluran pernapasan;infeksi saluran nafas atas bawah;[];[];
infeksi saluran pernapasan;infeksi saluran napas bawah;[];[];
infeksi saluran pernapasan;infeksi saluran nafas bawah atas;[];[];
infeksi saluran pernapasan;infeksi saluran napas;[];[];
infeksi saluran pernapasan;saluran napas akut;[];[];
infeksi sekunder;infeksi sekunder;['hipogalaksia sekunder', 'dermatosis dengan disertai infeksi sekunder'];[];
infeksi sekunder;komplikasi infeksi sekunder;[];[];
infeksi selaput lendir mulut;infeksi selaput lendir mulut;[];[];
infeksi sendi;infeksi sendi;[];[];
infeksi staphylococcus;bakteri staph;[];['staph','pneumokakus staph peka', 'kuman e colidan staph','infeksi staph'];
infeksi staphylococcus;staphylococcusa aureus;[];[];
infeksi staphylococcus;infeksi staphylococcus;[];[];
infeksi staphylococcus;infeksi disebabkan staphylococcus;[];[];
infeksi staphylococcus;luka terinfeksi disebabkan oleh staphylococcus aureus;[];[];
infeksi staphylococcus;staphylococcus aureus;[];[];
infeksi staphylococcus;staphylococci;[];[];
infeksi staphylococcus;staphyloccocus aureus;[];[];
infeksi staphylococcus;staphylococcus;[];[];
infeksi staphylococcus;infeksi serius staph;[];[];
infeksi staphylococcus;lesi kulit dengan infeksi primer sekunder oleh bakteri stafilokokus;[];[];
infeksi streptococcus;streptococcus;[];[];
infeksi streptococcus;streptococci;[];[];
infeksi streptococcus;hemolitikus;[];[];
infeksi streptococcus;streptococcus epidermidis;[];[];
infeksi streptococcus;luka terinfeksi disebabkan oleh streptococcus pyogenes;[];[];
infeksi streptococcus;infeksi streptococcus;[];[];
infeksi streptococcus;streptococcus faecalis;[];[];
infeksi streptococcus;streptococcus viridans;[];[];
infeksi streptococcus;infeksi strep;[];[];
infeksi streptococcus;streptococcus pyogenes;[];[];
infeksi streptococcus;streptococcus hemolyticus;[];['infkesi disebabkan strain streptococci'];
infeksi streptococcus;strep;['strep pneumokokus peka'];['strep pneumokokus peka'];
infeksi streptococcus;s pyogenes;[];[];
infeksi streptococcus;strep hemolitikus;[];[];
infeksi streptococcus;streptococus;[];[];
infeksi telinga;infeksi telinga hidung tenggorokan;[];[];
infeksi telinga;infeksi telinga;[];[];
infeksi telinga;inteksi tulang;[];[];
infeksi telinga;infeksi rongga telinga;[];[];
infeksi tulang;infeksi tulang;[];[];
infeksi tulang;infeksi tulang persendian;[];[];
infeksi tulang;infeksi tulang sendi;[];[];
infeksi urethral;infeksi urethral;[];[];
infeksi usus;infeksi traktus gastrointestinal;[];[];
infeksi usus;infeksi usus;[];[];
infeksi vagina;candida albikans;[];[];
infeksi vagina;candida albicans;[];[];
infeksi vagina;infeksi vagina campuran;[];[];
infeksi vagina;trichomonas vaginalis candida albicans;[];[];
infeksi vagina;infeksi vagina campuran trichomonas vaginalis candida albicans;[];[];
infeksi vagina;infeksi vagina;[];[];
infeksi vagina;infeksi vagina disebabkan trichomonas vaginalis;[];[];
infeksi vagina;infeksi vagina disebabkan candida albicans;[];[];
infeksi virus;infeksi virus;[];[];
inflamasi;inflamasi;['inflamasi palpebral'];['inflamasi palpebral'];
inflamasi;inflamasi lokal;[];[];
inflamasi;inflamasi degeneratif;[];[];
inflamasi;inflamasi bentuk degeneratif reumatik;[];[];
inflamasi;keadaan inflamasi;[];[];
inflamasi kulit;inflamasi kulit;[];[];
inflamasi mata;inflamasi bola mata eksternal anterior;[];[];
inflamasi mata;penyakit inflamasi bola mata eksternal anterior;[];[];
inflamasi mata;inflamasi mata;['inflamasi mata responsif steroid'];['inflamasi mata responsif steroid'];
inflamasi okular;inflamasi okular;[];[];
inflamasi okular;inflamasi peradangan okular;[];[];
inflamasi okular;inflamasi gangguan ocular;[];[];
inflamasi okular;gangguan inflamasi ocular;[];[];
inflamasi pasca operasi;inflamasi paska operasi;[];[];
inflamasi pasca operasi;inflamasi pasca operasi;[];[];
inflamasi pasca operasi;radang pasca operasi katarak;[];[];
inflamasi pasca operasi;inflamasi paska operasi katarak;[];[];
inflamasi pelvis;inflamasi pelvis;[];[];
inflamasi trauma;inflamasi trauma;[];[];
inflamasi trauma;inflamasi traumatik;[];[];
inkontinensia tinja;inkontinensia tinja;[];[];
inkontinensia urine;inkontinensia urin;[];[];
insomnia;insomnia;[];[];
insufisiensi koroner;insufisiensi koroner kronik;[];[];
insufisiensi koroner;insufisiensi koroner;[];[];
insufisiensi vena;insufisiensi vena;[];[];
intertrigo;intergo;[];[];
intertrigo;intertrigo;[];[];
intoleransi makanan;intoleransi terhadap makanan salah cerna;[];[];
intoleransi makanan;intoleransi terhadap makanan;[];[];
intoleransi obat;intoleransi terhadap obat sitotoksik;['sitotoksik'];[];
intoleransi obat;intoleransi obat;[];[];
intra abdominal;intra abdominal;[];[];
iritasi;iriasi ringan;[];[];
iritasi;teriritasi lingkungan;[];[];
iritasi;iritasi ringan;[];[];
iritasi;iritasi;[];[];
iritasi;iriasi;[];[];
iritasi hidung;iritasi hidung;[];[];
iritasi hidung;iritasi hidung minor;[];[];
iritasi hidung;iriasi hidung;[];[];
iritasi hidung;iritasi hidung ringan;[];[];
iritasi kulit;iritasi kulit;['iritasi kulit sengatan matahari'];['iritasi kulit sengatan matahari'];
iritasi mata;iritasi mata;[];[];
iritasi mata;iritasi ringan mata;[];[];
iritasi mata;iritasi mata ringan;[];[];
iritasi mata;iriasi mata;[];[];
iritasi mata;iritasi minor mata;[];[];
iritasi mulut;iritasi mulut;[];[];
iritasi mulut;iritasi ringan mulut;[];[];
iritasi saluran pernapasan;iritasi saluran nafas lainnya;[];[];
iritasi saluran pernapasan;iritasi membran mukosa saluran nafas;[];[];
iritasi saluran pernapasan;iritasi membran mukosa;[];[];
iritasi usus;iritasi usus;[];[];
iskemia;iskemia;[];[];
iskemia;iskemia miokard;[];[];
iskemia;iskemia ulkus;[];[];
iskemia;iskemia miokardial;[];[];
jamur kulit;jamur kulit;[];[];
jamur kulit;jamur lipatan kulit;[];[];
jamur kulit;jamur pada kulit;[];[];
jerawat;jerawat berat;[];[];
jerawat;jerawatakne vulgaris;[];[];
jerawat;jerawat berisi nanah;[];[];
jerawat;jerawat bisul;[];[];
jerawat;jerawat;[];[];
jerawat;jerawat parah;[];[];
jerawat;aknejerawat berisi nanah;[];[];
jerawat;infeksi jerawat;[];[];
jerawat batu;jerawat batu;[];[];
kaku otot sendi;kekakuan sendi;[];[];
kaku otot sendi;kaku;[];[];
kaku otot sendi;rasa kaku otot;[];[];
kandidemia;kandidemia;[];[];
kandidiasis kulit;kandidasis kutan;[];[];
kandidiasis kulit;kandidiasis kulit;[];[];
kandidiasis mukosal;kandidiasis mukokutan kulit  mukosa khronik tidak responsif nistatin obat kandidiasis vaginal;[];[];
kandidiasis mukosal;kandidiasis mukokutan kulit mukosa khronik;[];[];
kandidiasis mukosal;kandidiasis mukosal;[];[];
kandidiasis mukosal;kandidiasis mukokutan khronis;[];[];
kandidiasis mukosal;kandidiasis mukokutan kulit  mukosa khronik;[];[];
kandidiasis mukosal;kandidiasis mukokutan kronis;[];[];
kandidiasis mukosal;kandidiasi mukosa;[];[];
kandidiasis mukosal;kandidiasis mukokutan kulit mukosa khronik tidak responsif nistatin obat kandidiasis vaginal;[];[];
kandidiasis oral;kandidosis oral;[];[];
kandidiasis oral;kandidiasis oral;[];[];
kandidiasis oral;kandidiasis mulut;[];[];
kandidiasis oral;kandidiasis oral infeksi jamur rongga mulut;[];[];
kandidiasis oral;kandidiasis orofaringe;[];[];
kandidiasis oral;kandidiasis rongga mulut;[];[];
kandidiasis oral;kandidiasis orofaringeal  esofageal;[];[];
kandidiasis oral;atopik oral kandidiasis;[];[];
kandidiasis oral;infeksi orofaringeal;[];[];
kandidiasis oral;kandidiasis orofaringeal esofageal;[];[];
kandidiasis oral;kandidiasis mulut dermatomikosis;[];[];
kandidiasis oral;orofaringeal;[];[];
kandidiasis oral;kandidiasis orofaringeal;[];[];
kandidiasis vaginalis;kandidosis vaginal;[];[];
kandidiasis vaginalis;kandidiasis vagina;[];[];
kandidiasis vaginalis;kandidiasis vaginal;[];[];
kandidiasis vaginalis;kandidiasis vulvovaginal;[];[];
kanker;sel kanker;[];[];
kanker;nyeri kanker;[];[];
kanker;kanker emetogenik;[];[];
kanker;pasien kanker;[];[];
kanker;penyakit kanker;[];[];
kanker;kanker;[];[];
kanker darah;kanker darah;[];[];
kanker hati;kanker hati;[];[];
kanker kandung kemih;kanker kandung kemih;[];[];
kanker lambung;kanker lambung;[];[];
kanker paru-paru;kanker paru;[];[];
kanker paru-paru;kanker paru paru;[];[];
kanker payudara;kanker payudara stadium lokal lanjutmetastasis;[];[];
kanker payudara;karsinoma payudara;['karsinoma endometrium'];[];
kanker payudara;kanker payudara stadium dini;[];[];
kanker payudara;kanker payu dara;[];[];
kanker payudara;kanker payudara;[];[];
kanker payudara;kanker payudara stadium lanjut;[];[];
kanker prostat;kanker prostat;[];[];
kanker rahim;kanker rahim;[];['karsinoma endometrium'];
kanker tenggorokan;kanker tenggorokan;[];[];
kapalan;kapalan;[];[];
kapalan;kalos kapalan;[];[];
kapalan;kalus kapalan;[];[];
kardiomiopati;cardiomiopati obstruktif hipertrofik;[];[];
katarak;mata katarak;[];[];
katarak;katarak senilis;[];[];
katarak;katarak sinilis;[];[];
katarak;katarak;[];[];
kejang;kejang otot;[];[];
kejang;kejang bronkus;[];[];
kejang;kejang;[];[];
kelahiran prematur;prematur;['persalinan prematur mengancam', 'persalinan terancam prematur'];['persalinan prematur mengancam', 'persalinan terancam prematur'];
kelahiran prematur;ancaman kelahiran prematur;[];[];
kelainan darah;kelainan darah;[];[];
kelainan kulit;kelainan kulit;['kelainan fibroid'];[];
kelainan kulit;kelainan kulit alergis kronis;[];[];
kelainan muskuloskeletal akut;kelainan muskuloskeletal akut;[];[];
kelainan periodontal;kelainan periodontal;[];[];
kelainan saraf;kelainan saraf;[];[];
kelebihan asam lambung;kelebihan asam lambung;[];[];
kelebihan asam lambung;gejala berhubungan kelebihan asam lambung;[];[];
kencing manis;kencing manis;[];[];
keputihan;gatal akibat keputihan;[];[];
keputihan;keputihan;[];[];
keracunan;keracunan;[];[];
keracunan alkohol;intoksinasi alkohol;[];[];
keracunan alkohol;keracunan alkohol;[];[];
keracunan darah;keracunan darah;[];[];
keracunan darah;keracunan darh oleh bakteri patogenik;[];[];
keracunan darah;septikemia keracunan darah bakteri;[];[];
keracunan darah;keracunan darh bakteri patogenik;[];[];
keracunan darah;septikemia keracunan darah bakteri patogenik zat zat dihasilkan bakteri;[];[];
keracunan hati;keracunan hati;[];[];
keracunan obat;keracunan parasetamol;['overdosis parasetamol'];['overdosis parasetamol'];
keracunan obat;keracunan obat;[];[];
keratitis;keratitis;[];[];
keratitis;keratitis akut;[];[];
keratitis;keratitis dendritis;[];[];
keratitis;keratitis jamur;[];[];
keratitis;keratitis bakterial;[];[];
keratitis;keratitis gangguan peradangan okular;[];[];
keratitis;keratitis metaherpetikum;[];[];
keratitis;keratitis metaherpetikum erosi kornea virus herpes;[];[];
keratitis;keratitis kronik;[];[];
keratitis;keratitis akibat infeksi virus superfisial;[];[];
keratitis;fungal keratitis;[];[];
keratitis;keratitis superfisial nonspesifik;[];[];
keratitis;keratitis fungal;[];[];
keratokonjungtivitis;keratokonjungtivitis sicca;[];[];
keratokonjungtivitis;keratokonjungtivitis;[];[];
keratosis pilaris;keratosis pilaris;[];[];
keseleo;keseleo terkilir;[];[];
keseleo;keseleo;[];[];
keseleo;sprain;[];[];
keseleo;memar keseleo;[];[];
keseleo;kesleo;[];[];
keseleo;keseleo tegang;[];[];
keseleo;sprains keseleo;[];[];
keseleo;sprains;[];[];
kesemutan;kesemutan;[];[];
ketombe;ketombe dikulit kepala;[];[];
ketombe;ketombe disebabkan pytirosporum ovale;[];[];
ketombe;ketombe;[];[];
kista;kista;[];[];
kista;miom kista;[];[];
klaudikasio intermiten;klaudikasi intermiten;[];[];
klaudikasio intermiten;klaudikasio intermiten;[];[];
kolera;kolera;[];[];
kolesterol;kolesterol total;[];[];
kolesterol;kolesterol;[];[];
kolesterol;kolesterol ldl;[];[];
kolesterol;kolesterol jahat;['lemak jahat'];['lemak jahat'];
kolik;kolik abdomen;[];[];
kolik;nyeri kolik;[];[];
kolik;kolik;[];[];
kolik;sakit kolik;[];[];
kolik;kolik empedu;[];[];
kolik;kholik;[];[];
kolik ginjal;kolik empedu ginjal;[];[];
kolik ginjal;kolik ginjal;[];[];
kolik ginjal;kolik ginjal empedu;[];[];
kolik kandung kemih;kolik ginjal kandung kemih;[];[];
kolik kandung kemih;kolik kandung kemih;[];[];
koma;koma hepatik;[];[];
koma;prekoma hepatik;[];[];
koma;prekoma;[];[];
koma;pre koma hepatik;[];[];
koma;koma hepatic;[];[];
koma;sistemik prekoma;[];[];
koma;koma;[];[];
komedo;komedo;[];[];
komedo;peradangan dengan komedo;[];[];
komplikasi paru pasca bedah;komplikasi paru pasca bedah;['komplikasi paru berhubungan dengan tindakan bedah'];['komplikasi paru berhubungan dengan tindakan bedah'];
konjungtivitis;konjungtivitis alergi radang selaput ikat mata akibat alergi;[];[];
konjungtivitis;konjungtivitis alergi;[];[];
konjungtivitis;konjungtivitis vernal;[];[];
konjungtivitis;konjungtivitis infeksi e;[];[];
konjungtivitis;konjungtivitis infeksi bakteri;[];[];
konjungtivitis;konjungtivitis bakterial;[];[];
konjungtivitis;konjungtivitis folikular;[];[];
konjungtivitis;konjungtivitas;[];[];
konjungtivitis;konjungtivitis nonpurulen;[];[];
konjungtivitis;konjungktivitis;[];[];
konjungtivitis;konjungtivitis nonpurulen akut kronis;[];[];
konjungtivitis;konjungtivitis;[];[];
konstipasi;konstipasi superscript;[];[];
konstipasi;konstipasi kronis;[];[];
konstipasi;konstipasi kronik;[];[];
konstipasi;konstipasi atoni;[];[];
konstipasi;konstipasi akut;[];[];
konstipasi;konstipasi akut kronik;[];[];
konstipasi;konstipasi;[];[];
kram ;kram nokturnal;[];[];
kram ;kram;['kram saat menstruasi'];[];
kram otot;kram otot;[];[];
kram otot;spasme otot;[];[];
kram otot;nyeri spasme kram otot polo;[];[];
kram otot;spasme kram otot;[];[];
kram perut;kram perut;[];[];
kram perut;sakit kram perut;[];[];
kram perut;kram perut disebabkan oleh menstruasi dysmenorrhea;[];[];
kram saluran kemih;kram saluran kemih kelamin;[];[];
kram saluran pencernaan;kram saluran cerna pylorus;[];[];
kram saluran pencernaan;kram saluran cerna;[];[];
kriptokokal;kriptokokal;[];[];
kriptokokosis;kriptokokosis nonmeningeal;[];[];
kriptokokosis;kriptokokosis kandidemia;[];[];
kriptokokosis;kriptokokosis;[];[];
kriptokokosis;kriptokokosis non meningeal;[];[];
kriptosporidiosis;cryptosporidiosis;[];[];
kriptosporidiosis;kriptosporidiosis;[];[];
kudis;panu kadas;[];[];
kudis;kudis;[];[];
kudis;scabiei;[];[];
kudis;terapi infestasi sarcoptes scabies scabies;[];[];
kudis;skabies;[];[];
kudis;kadas;[];[];
kudis;scabies kudis;[];[];
kudis;scabies;[];[];
kulit kering;kulit kering;[];[];
kurap;kadaskurap;[];[];
kurap;kurap;[];[];
kutil;kutil;[];[];
kutil;kutil kalus;[];[];
kutu air;kutu air rangen;[];[];
kutu air;tinea pedis;[];[];
kutu air;tinea manus pedis;[];[];
kutu air;kutu air;[];[];
kutu air;rangen;[];[];
kutu air;tinea pedis kutu air;[];[];
kutu air;tinea pedis manum;[];[];
kutu badan;kutu badan;[];[];
kutu rambut;kutu rambut;[];[];
labirinitis;labirinitis;[];[];
labirinitis;sindroma meniere labirinitis;[];[];
lambliasis;lambliasis;[];[];
laringitis;laringitis;[];[];
laringitis;laryngitis;[];[];
leher pegal dan kaku;leher kaku terkilir;[];[];
leher pegal dan kaku;leher kaku bahu;[];[];
leher pegal dan kaku;leher kaku;[];[];
leher pegal dan kaku;pegal leher;[];[];
lepra;lepra;[];[];
leptospirosis;leptospirosis;[];[];
lesi;lesi akut;['lesi meradang', 'lesi ulseratif'];['lesi meradang', 'lesi ulseratif'];
lesi;lesi khronik;[];[];
lesi kulit;lesi kulit;[];[];
lesi kulit;lesi2 kulit;[];[];
lesi kulit;lesi2 kulit lainnya;[];[];
lesi mukosa;lesi mukosa;[];[];
lesi mukosa;lesi mukosa akibat trauma;[];[];
lesi mulut;lesi inflamasi oral;[];[];
lichen planus;likhen planus erosif;[];[];
lichen planus;lichen planus;[];[];
lichen planus;likhen planus;[];[];
lichen planus;liken planus;[];[];
limfogranuloma inguinale;limfogranuloma inguinale;[];[];
luka;luka kronik;[];[];
luka;luka minor;[];[];
luka;luka;['luka gores', 'luka gore'];['luka gores', 'luka gore'];
luka bakar;luka bakar terinfeksi;[];[];
luka bakar;luka bakar ringan;[];[];
luka bakar;luka bakar akibat bahan kimia;['paparan bahan kimia'];['paparan bahan kimia'];
luka bakar;luka bakar;[];[];
luka tusuk;luka tusuk;[];[];
luka usus;luka usus;[];[];
luka usus;luka lambung usus;[];[];
luka usus;luka usus duodenal;[];[];
lupus;lupus eritematosus diskoid kondisi tidak respon kortikosteroid aktif;[];[];
lupus;lupus eritematosus diskoid tidak respon kortikosteroid aktif;[];[];
lupus;lupus eritematosus diskoid;[];[];
lupus;lupus;[];[];
lupus;lupus eritematosus;[];[];
lupus;lupus eritemmantosus;[];[];
lupus;lupus eritematosus discoid;[];[];
lymphogranuloma;limfogranuloma;[];[];
lymphogranuloma;lymphogranuloma;[];[];
lymphomagranuloma;lymphomagranuloma;[];[];
mabuk perjalanan;mabuk perjalanan;[];[];
mabuk perjalanan;mabuk kendaraan;[];[];
mabuk perjalanan;mabuk;[];[];
mabuk perjalanan;pencegahan mabuk perjalanan;[];[];
mabuk perjalanan;mabuk karena kendaraan;[];[];
makrosomia;makrosomia;[];[];
malaria;serangan akut malaria falciparum resisten klorokuin;[];[];
malaria;malaria falciparum;[];[];
malaria;pencegahan malaria;[];[];
malaria;malaria;[];[];
masuk angin;masuk angin;[];[];
masuk angin;gejala masuk angin;[];[];
mata gatal;gatal mata;[];[];
mata gatal;okular gatal terbakar;[];[];
mata gatal;gatal terbakar mata;[];[];
mata gatal;gatal panas mata;[];[];
mata ikan;mata ikan;[];[];
mata kering;kekeringan mata;[];[];
mata kering;mata kering;[];[];
mata kering;sindroma mata kering;[];[];
mata lelah;mata lelah;[];[];
mata merah;peradangan mata merah;[];[];
mata merah;kemerahan mata;[];[];
mata merah;iritasi mata merah;[];[];
mata merah;mata merah;[];[];
melasma;melasma;[];[];
melasma;melasma derajat sedang hingga berat;[];[];
memar;memar akibat kecelakaan;[];[];
memar;luka memar;[];[];
memar;terkilir memar;[];[];
memar;memar;[];[];
memar;memar benturan;[];[];
meningitis;bakteri gram negatif penyebab bakteria meningitis;[];[];
meningitis;kuman gram negatif penyebab meningitis bakteremia;[];[];
meningitis;gram negatif menyebabkan bakteremia meningitis;[];[];
meningitis;bakteri gr  menyebabkan meningitis;[];[];
meningitis;bakteri gr menyebabkan meningitis;[];[];
meningitis;meningitis nontbc;[];[];
meningitis;meningitis disebabkan bakteri gram negatif;[];[];
meningitis;bakteria meningitis;[];[];
meningitis;meningitis kriptokokal;[];[];
meningitis;bakteremia meningitis;[];[];
meningitis;meningitis bakteremia;[];[];
meningitis;infeksi meningen;[];[];
meningitis;tuberkulosis meningitis;[];[];
meningitis;infeksi meningeal;[];[];
meningitis;meningitis bakteri gram negatif;[];[];
meningitis;meningitis;[];[];
menopause;gangguan pasca menopause;[];[];
menopause;menopause;[];[];
meriang;sumeng meriang;[];[];
meriang;meriang;[];[];
meriang;badan meriang;[];[];
mialgia;mialgia;[];[];
migrain;migrain;[];[];
migrain;serangna migren akut;[];[];
migrain;migraine akut;[];[];
migrain;migraine;[];[];
migrain;migren;[];[];
migrain;migrain akut;[];[];
migrain;migren akut;[];[];
mikosis;mikosis sistemik;[];[];
mikosis;mikosis kulit dermatofita;[];[];
mikosis;mikosis;[];[];
mikosis;mikosis interdigitalis;[];[];
mikosis;mikosis mulut kulit kandida;[];[];
mikosis;infeksi mikosis sistemik;[];[];
milia;milia;[];[];
miom;miom;[];[];
molluscum contagiosum;molluscum contagiosum;[];[];
molluscum contagiosum;moluskum kontagiosum;[];[];
morning sickness;morning sickness;[];[];
mual;mual akibat radiasi;[];[];
mual;rasa mual;[];[];
mual;mual;[];[];
mual;perut mual;[];[];
mual;pening mual;[];[];
mual;hiperasiditas mual;[];[];
mual;mual akut;[];[];
mual;gejala mual;[];[];
mual muntah;mual muntah diinduksi obat kemoterapi sitotoksik;[];[];
mual muntah;mual  muntah akut;[];[];
mual muntah;mual dan muntah yang disebabkan kemoterapi;[];[];
mual muntah;mual  muntah;[];[];
mual muntah;mual dan muntah akibat radioterapi;[];[];
mual muntah;mual muntah disebabkan kemoterapi;[];[];
mual muntah;mual dan muntah akibat obat;[];[];
mual muntah;mual muntah dipicu oleh radioterapi;[];[];
mual muntah;mual atau muntah;[];[];
mual muntah;mual dan muntah karena obat;[];[];
mual muntah;maul akut;[];[];
mual muntah;mual dan muntah pada anak2 akibat kemoterapi  radioterapi;[];[];
mual muntah;mual muntah obat;[];[];
mual muntah;mual pagi hari;[];[];
mual muntah;mual dan muntah yang disebabkan radioterapi untuk kanker;[];[];
mual muntah;mual dan muntah pada anak akibat kemoterapi dan radioterapi;[];[];
mual muntah;mual dan muntah akibat kemoterapi;[];[];
mual muntah;mual muntah kehamilan;[];[];
mual muntah;mual muntah akibat radioterapi;[];[];
mual muntah;mual muntah akibat obat;[];[];
mual muntah;mual muntah radioterapi;[];[];
mual muntah;mual dan muntah pasca pembedahan;[];[];
mual muntah;mual dan muntah akibat kemoterapi dan radioterapi;[];[];
mual muntah;mual muntah pasca pembedahan;[];[];
mual muntah;mual dan muntah akibat kemoterapi  radioterapi;[];[];
mual muntah;mual muntah disebabkan oleh obat;[];[];
mual muntah;mual dan muntah yang dipicu oleh radioterapi;[];[];
mual muntah;mual dan muntah karena radioterapi;[];[];
mual muntah;mual meriang;[];[];
mual muntah;mual muntah akibat gangguan metabolik pasca operasi;[];[];
mual muntah;mual muntah disebabkan kemoterapi radioterapi untuk kanker;[];[];
mual muntah;mual paska operasi;[];[];
mual muntah;mual muntah kemoterapi emetogenik;[];[];
mual muntah;mualmuntah paska operasi;[];[];
mual muntah;mual atau muntah pasca operasi;[];[];
mual muntah;mual muntah akut;[];[];
mual muntah;maul;[];[];
mual muntah;mual muntah akibat kemoterapi;[];[];
mual muntah;mual dan muntah yang disebabkan oleh obat;[];[];
mual muntah;mual dan muntah paska operasi;[];[];
mual muntah;mual muntah akibat penggunaal levodopa bromokriptin;[];[];
mual muntah;mual di pagi hari;[];[];
mual muntah;mual dan muntah pasca operasi;[];[];
mual muntah;mual dan muntah karena kemoterapi dan radioterapi;[];[];
mual muntah;mual muntah anak2 akibat kemoterapi radioterapi;[];[];
mual muntah;mual  muntah yang disebabkan kemoterapi;[];[];
mual muntah;mual  muntah yang disebabkan kemoterapi  radioterapi untuk kanker;[];[];
